# iter	loss_total	loss_res	loss_ics	loss_bcs	l2_u	lambda_ics	lambda_bcs
3.74000000e+04	7.44550228e-02	5.37803248e-02	3.77173594e-04	1.69407504e-05	1.21954922e-02	4.26427460e+01	2.00716766e+02
3.75000000e+04	6.37091994e-02	4.72085252e-02	2.70678196e-04	1.22635802e-05	9.73684341e-03	7.16282578e+01	2.16353165e+02
3.76000000e+04	2.72251993e-01	2.45171905e-01	5.88470080e-04	1.21291914e-05	9.60245449e-03	3.84081802e+01	2.02694626e+02
3.77000000e+04	8.94431248e-02	6.25181049e-02	5.84233727e-04	1.27949543e-05	9.62276384e-03	3.81248283e+01	2.33702972e+02
3.78000000e+04	8.07352737e-02	5.82762361e-02	3.86737869e-04	1.32802088e-05	9.72398650e-03	4.42076530e+01	2.91966431e+02
3.79000000e+04	7.72198588e-02	5.19397631e-02	3.07938695e-04	1.18241824e-05	1.16642909e-02	6.42078476e+01	2.64778900e+02
3.80000000e+04	7.18530118e-02	5.29014915e-02	3.14796373e-04	8.04556294e-06	9.61971562e-03	4.88661385e+01	2.47045609e+02
3.81000000e+04	1.53963670e-01	1.37155801e-01	3.97091004e-04	1.03568218e-05	9.55291651e-03	3.35369682e+01	2.32756088e+02
3.82000000e+04	7.58660212e-02	6.13488965e-02	3.50766466e-04	1.21789653e-05	1.01065682e-02	3.26947136e+01	2.39873642e+02
3.83000000e+04	8.57660100e-02	7.36407414e-02	3.84034094e-04	8.78181072e-06	1.10926507e-02	4.15839806e+01	2.68162476e+02
3.84000000e+04	6.52834997e-02	5.37572280e-02	3.02108965e-04	1.43054385e-05	1.09767783e-02	2.73353939e+01	2.37713364e+02
3.85000000e+04	9.81605053e-02	8.43212903e-02	2.48667668e-04	1.59315678e-05	1.06999660e-02	3.91871109e+01	2.03535782e+02
3.86000000e+04	1.09672710e-01	8.63571167e-02	4.56494628e-04	1.42699646e-05	8.53570923e-03	4.07299690e+01	2.30349686e+02
3.87000000e+04	7.85765424e-02	6.10312894e-02	3.16312740e-04	1.58214461e-05	9.08031967e-03	5.42786255e+01	2.49454712e+02
3.88000000e+04	9.95940790e-02	8.35835785e-02	4.20770870e-04	8.91824584e-06	9.57600214e-03	3.08540707e+01	2.11272308e+02
3.89000000e+04	6.96909651e-02	5.22897989e-02	3.40910658e-04	8.93324341e-06	1.00242347e-02	4.15958405e+01	1.91108810e+02
3.90000000e+04	8.35913569e-02	5.95891997e-02	3.04059184e-04	1.01398655e-05	9.99673363e-03	6.91752167e+01	2.89937256e+02
3.91000000e+04	1.55519783e-01	1.36945903e-01	3.72269191e-04	7.83466658e-06	9.45042539e-03	4.17075310e+01	2.28768234e+02
3.92000000e+04	8.67487118e-02	7.00641796e-02	4.00377263e-04	1.16009960e-05	1.01142339e-02	3.20146179e+01	2.29333725e+02
3.93000000e+04	5.66052012e-02	4.48442623e-02	3.10389441e-04	1.11793825e-05	9.37571656e-03	2.95229149e+01	1.98930740e+02
3.94000000e+04	8.34729299e-02	7.46771991e-02	2.65828450e-04	1.13165970e-05	1.01091843e-02	3.97925186e+01	1.68960129e+02
3.95000000e+04	9.37915742e-02	7.55666345e-02	3.35159275e-04	1.09368948e-05	1.06181232e-02	4.33110085e+01	2.22177048e+02
3.96000000e+04	1.31979167e-01	1.00574784e-01	6.55160286e-04	1.05624295e-05	9.96545423e-03	4.33755836e+01	2.15192841e+02
3.97000000e+04	9.50273722e-02	7.63313770e-02	3.27167829e-04	5.80459391e-06	9.98961274e-03	4.86856804e+01	2.45332245e+02
3.98000000e+04	5.94450496e-02	4.43973541e-02	3.00931977e-04	8.40305893e-06	1.05070295e-02	4.82274475e+01	2.30278015e+02
3.99000000e+04	2.01383621e-01	1.88250914e-01	3.15122539e-04	1.47240025e-05	1.17098540e-02	3.47125015e+01	2.11358093e+02
4.00000000e+04	1.22840628e-01	1.07780904e-01	4.05291095e-04	1.34655620e-05	1.04960371e-02	2.93184395e+01	2.31503235e+02
