# iteration  loss_u  loss_ut  loss_res  l2_error  lam_u  lam_ut  lam_r
1.190000e+04 7.821191e-03 1.425932e-01 2.438464e+02 8.567794e-01 1.352604e+05 7.014947e+01 1.014469e+00
1.200000e+04 8.321586e-03 1.362213e-01 1.882911e+02 8.563721e-01 1.319670e+05 7.555558e+01 1.013421e+00
1.210000e+04 9.754430e-03 6.058886e-02 1.887343e+02 8.558928e-01 1.209023e+05 6.418977e+01 1.015834e+00
1.220000e+04 9.340753e-03 9.605106e-02 2.224516e+02 8.554785e-01 1.446419e+05 8.291005e+01 1.012216e+00
1.230000e+04 8.902258e-03 1.034728e-01 1.647983e+02 8.543166e-01 1.045524e+05 5.863621e+01 1.017360e+00
1.240000e+04 8.878758e-03 8.267079e-02 1.584718e+02 8.541933e-01 1.182993e+05 5.585389e+01 1.018239e+00
1.250000e+04 8.933472e-03 6.259982e-02 2.126319e+02 8.543184e-01 1.294646e+05 7.062623e+01 1.014370e+00
1.260000e+04 7.742974e-03 6.986819e-01 3.793684e+02 8.546450e-01 2.025319e+05 1.119547e+02 1.009018e+00
1.270000e+04 9.659668e-03 1.004919e-01 1.901750e+02 8.524861e-01 1.379910e+05 7.076335e+01 1.014342e+00
1.280000e+04 7.269747e-03 5.767984e-02 3.255550e+02 8.532840e-01 1.862301e+05 9.740613e+01 1.010378e+00
1.290000e+04 8.283079e-03 1.681441e-01 2.128122e+02 8.513989e-01 1.476441e+05 8.117979e+01 1.012479e+00
1.300000e+04 9.185852e-03 5.182660e-02 1.446069e+02 8.519630e-01 1.088286e+05 5.407527e+01 1.018851e+00
1.310000e+04 7.725576e-03 1.854078e-01 2.429337e+02 8.517805e-01 1.447588e+05 6.939912e+01 1.014627e+00
1.320000e+04 9.195775e-03 4.380093e-02 2.709710e+02 8.510011e-01 1.360835e+05 6.903966e+01 1.014705e+00
1.330000e+04 8.361580e-03 3.826884e-01 1.791986e+02 8.512095e-01 1.454146e+05 7.733208e+01 1.013108e+00
1.340000e+04 8.913333e-03 1.117334e-01 2.564859e+02 8.504843e-01 1.309934e+05 7.066882e+01 1.014361e+00
1.350000e+04 8.744459e-03 9.123676e-02 1.713757e+02 8.497497e-01 1.150808e+05 6.300431e+01 1.016137e+00
1.360000e+04 9.402825e-03 6.975791e-02 2.424413e+02 8.504768e-01 1.431249e+05 6.974573e+01 1.014554e+00
1.370000e+04 8.380683e-03 6.200818e-01 2.457824e+02 8.502199e-01 1.578593e+05 8.013982e+01 1.012642e+00
1.380000e+04 9.051107e-03 5.590519e-02 1.483377e+02 8.496475e-01 1.119255e+05 5.069546e+01 1.020132e+00
1.390000e+04 9.631651e-03 5.255655e-02 1.338387e+02 8.486208e-01 1.043490e+05 5.460233e+01 1.018666e+00
1.400000e+04 9.319855e-03 6.261078e-02 1.177171e+02 8.484834e-01 8.960359e+04 4.061985e+01 1.025252e+00
1.410000e+04 8.648423e-03 3.165913e-01 1.514107e+02 8.478896e-01 1.114553e+05 5.841943e+01 1.017425e+00
1.420000e+04 7.743997e-03 1.108789e-01 2.240150e+02 8.483363e-01 1.475062e+05 7.679502e+01 1.013200e+00
1.430000e+04 8.986795e-03 9.620402e-02 2.273619e+02 8.477229e-01 1.399168e+05 7.322036e+01 1.013854e+00
1.440000e+04 8.649549e-03 1.003170e-01 2.353349e+02 8.477668e-01 1.501596e+05 8.257439e+01 1.012266e+00
1.450000e+04 8.690698e-03 1.453122e-01 1.368711e+02 8.475720e-01 1.067363e+05 5.285238e+01 1.019295e+00
1.460000e+04 7.927729e-03 1.996138e-01 3.817731e+02 8.478317e-01 2.014628e+05 1.021463e+02 1.009892e+00
1.470000e+04 7.566794e-03 5.343508e-02 2.076304e+02 8.469462e-01 1.612966e+05 8.265311e+01 1.012253e+00
1.480000e+04 8.765262e-03 5.582811e-02 1.892471e+02 8.465933e-01 1.194908e+05 5.833884e+01 1.017449e+00
1.490000e+04 1.003751e-02 4.912093e-02 1.335528e+02 8.466065e-01 1.094867e+05 5.884569e+01 1.017297e+00
1.500000e+04 8.862324e-03 5.523184e-02 1.198004e+02 8.464462e-01 1.041780e+05 5.702679e+01 1.017859e+00
1.510000e+04 7.901005e-03 3.714544e-02 2.508000e+02 8.463415e-01 2.029644e+05 1.037697e+02 1.009736e+00
1.520000e+04 7.380846e-03 6.271418e-02 2.400191e+02 8.455073e-01 1.710747e+05 9.142289e+01 1.011065e+00
1.530000e+04 8.264876e-03 1.098979e-01 2.559247e+02 8.456660e-01 1.617346e+05 7.139363e+01 1.014212e+00
1.540000e+04 8.647123e-03 8.395303e-02 2.240739e+02 8.454539e-01 1.557773e+05 7.776242e+01 1.013034e+00
1.550000e+04 7.865787e-03 2.008660e-01 2.639628e+02 8.454997e-01 1.546867e+05 8.458036e+01 1.011971e+00
1.560000e+04 8.075755e-03 6.587518e-02 2.121090e+02 8.453212e-01 1.636350e+05 8.263623e+01 1.012256e+00
1.570000e+04 7.953077e-03 4.721058e-02 9.448710e+01 8.443996e-01 7.547118e+04 3.863872e+01 1.026582e+00
1.580000e+04 8.466853e-03 5.784307e-02 1.638474e+02 8.446545e-01 1.361310e+05 7.137984e+01 1.014216e+00
1.590000e+04 9.613868e-03 7.168613e-02 1.830059e+02 8.445522e-01 1.251894e+05 6.934131e+01 1.014641e+00
1.600000e+04 8.983657e-03 7.180036e-02 1.679976e+02 8.443426e-01 9.194171e+04 5.100269e+01 1.020010e+00
1.610000e+04 8.746772e-03 4.247434e-02 1.872010e+02 8.438924e-01 1.211084e+05 6.000238e+01 1.016957e+00
1.620000e+04 7.932985e-03 1.549301e-01 2.964858e+02 8.452756e-01 1.831079e+05 8.145385e+01 1.012435e+00
1.630000e+04 7.710250e-03 2.492591e-01 2.092642e+02 8.441911e-01 1.649064e+05 8.837569e+01 1.011451e+00
1.640000e+04 8.541334e-03 5.260263e-02 1.699787e+02 8.435162e-01 1.091692e+05 5.759353e+01 1.017679e+00
1.650000e+04 8.251460e-03 3.640699e-02 2.632102e+02 8.434620e-01 1.570699e+05 7.614220e+01 1.013315e+00
1.660000e+04 8.161769e-03 5.474759e-02 1.884846e+02 8.433893e-01 1.250686e+05 7.624297e+01 1.013298e+00
1.670000e+04 7.926375e-03 2.614865e-02 3.150067e+02 8.441169e-01 2.125898e+05 1.226339e+02 1.008226e+00
1.680000e+04 7.593311e-03 9.732857e-02 2.100130e+02 8.429119e-01 1.517363e+05 7.337255e+01 1.013824e+00
1.690000e+04 8.519172e-03 7.034058e-02 2.388680e+02 8.432006e-01 1.763121e+05 8.248439e+01 1.012278e+00
1.700000e+04 9.424666e-03 1.172367e-01 1.444766e+02 8.424413e-01 1.043506e+05 5.173054e+01 1.019722e+00
1.710000e+04 8.864140e-03 1.117834e-01 1.903566e+02 8.428828e-01 1.590793e+05 8.566610e+01 1.011818e+00
1.720000e+04 7.806376e-03 9.594277e-02 2.969237e+02 8.435370e-01 2.107214e+05 1.075187e+02 1.009393e+00
1.730000e+04 8.468704e-03 8.065801e-02 2.228362e+02 8.420961e-01 1.615779e+05 7.876330e+01 1.012866e+00
1.740000e+04 8.860111e-03 1.441778e-01 2.632352e+02 8.415130e-01 1.599075e+05 7.431696e+01 1.013646e+00
1.750000e+04 8.355665e-03 4.449352e-02 2.208139e+02 8.421206e-01 1.541319e+05 7.307329e+01 1.013881e+00
1.760000e+04 9.022024e-03 1.001037e-01 1.484452e+02 8.417378e-01 1.383992e+05 6.935681e+01 1.014637e+00
1.770000e+04 8.779068e-03 1.180946e-01 1.312028e+02 8.415218e-01 1.014985e+05 4.990956e+01 1.020456e+00
1.780000e+04 8.571673e-03 4.203445e-02 2.263798e+02 8.419645e-01 1.539251e+05 8.312759e+01 1.012183e+00
1.790000e+04 9.002395e-03 5.998005e-02 1.809344e+02 8.410621e-01 1.301392e+05 6.602741e+01 1.015386e+00
1.800000e+04 8.176474e-03 3.304724e-02 2.103904e+02 8.410728e-01 1.522878e+05 8.262819e+01 1.012257e+00
1.810000e+04 7.778786e-03 4.801983e-02 2.083994e+02 8.414560e-01 1.433298e+05 7.289178e+01 1.013917e+00
1.820000e+04 8.589769e-03 1.022949e-01 1.681918e+02 8.411869e-01 1.210167e+05 6.394586e+01 1.015895e+00
1.830000e+04 8.834463e-03 5.190064e-02 1.415585e+02 8.406730e-01 9.820865e+04 4.745222e+01 1.021538e+00
1.840000e+04 7.975482e-03 5.098723e-02 2.019202e+02 8.415235e-01 1.550426e+05 8.821683e+01 1.011472e+00
1.850000e+04 7.525706e-03 9.778807e-02 2.774527e+02 8.411761e-01 1.870750e+05 9.919396e+01 1.010189e+00
1.860000e+04 7.362542e-03 1.191282e-01 1.701586e+02 8.405028e-01 1.443024e+05 7.970723e+01 1.012712e+00
1.870000e+04 7.466767e-03 2.941785e-02 2.096679e+02 8.402417e-01 1.552374e+05 8.492538e+01 1.011922e+00
1.880000e+04 7.783881e-03 1.210620e-01 2.767522e+02 8.403206e-01 1.738817e+05 8.605678e+01 1.011763e+00
1.890000e+04 8.362477e-03 6.709852e-02 1.794850e+02 8.394296e-01 1.518162e+05 7.676435e+01 1.013206e+00
1.900000e+04 7.970687e-03 3.554268e-02 1.956031e+02 8.397395e-01 1.622080e+05 8.679075e+01 1.011663e+00
1.910000e+04 8.740121e-03 4.225697e-02 2.175317e+02 8.397396e-01 1.747731e+05 9.462465e+01 1.010687e+00
1.920000e+04 8.138936e-03 2.510808e-02 1.775884e+02 8.387871e-01 1.278792e+05 6.469719e+01 1.015707e+00
1.930000e+04 6.621135e-03 1.023299e-01 2.787692e+02 8.390093e-01 1.982047e+05 1.142413e+02 1.008836e+00
1.940000e+04 8.646922e-03 6.176038e-02 2.125817e+02 8.385589e-01 1.442224e+05 8.178498e+01 1.012386e+00
1.950000e+04 7.386828e-03 4.593055e-02 2.418835e+02 8.386429e-01 1.491645e+05 7.483425e+01 1.013551e+00
1.960000e+04 6.322661e-03 7.890593e-02 3.321948e+02 8.394331e-01 2.513016e+05 1.079547e+02 1.009354e+00
1.970000e+04 8.133149e-03 3.707268e-02 2.557487e+02 8.380482e-01 1.504190e+05 8.132154e+01 1.012457e+00
1.980000e+04 7.257133e-03 4.657634e-02 2.732325e+02 8.385482e-01 1.755543e+05 1.014375e+02 1.009962e+00
1.990000e+04 8.244436e-03 6.543256e-02 2.716814e+02 8.379519e-01 1.627139e+05 9.637682e+01 1.010491e+00
2.000000e+04 6.678635e-03 9.871557e-02 3.620466e+02 8.378392e-01 1.853601e+05 1.069833e+02 1.009441e+00
2.010000e+04 8.909026e-03 3.078664e-02 2.290167e+02 8.368960e-01 1.619491e+05 9.407763e+01 1.010750e+00
2.020000e+04 7.600866e-03 2.033277e-02 2.235158e+02 8.366086e-01 1.479834e+05 7.468152e+01 1.013579e+00
2.030000e+04 7.721896e-03 6.976927e-02 2.883770e+02 8.366809e-01 1.948621e+05 1.013826e+02 1.009967e+00
2.040000e+04 8.316185e-03 6.048677e-02 1.768817e+02 8.356516e-01 1.242714e+05 6.710843e+01 1.015135e+00
2.050000e+04 8.330680e-03 4.268466e-02 1.569789e+02 8.360800e-01 1.078122e+05 6.236993e+01 1.016304e+00
2.060000e+04 7.676198e-03 5.086379e-02 1.536297e+02 8.360769e-01 1.344700e+05 6.481471e+01 1.015678e+00
2.070000e+04 8.384537e-03 2.430292e-02 1.567100e+02 8.356064e-01 9.328709e+04 4.299626e+01 1.023823e+00
2.080000e+04 8.150669e-03 2.753567e-02 1.539908e+02 8.356577e-01 1.292506e+05 6.483248e+01 1.015674e+00
2.090000e+04 7.683491e-03 4.299536e-02 1.389510e+02 8.355312e-01 1.328372e+05 6.969600e+01 1.014565e+00
2.100000e+04 8.318736e-03 1.203192e-01 2.565723e+02 8.353451e-01 1.728855e+05 9.250176e+01 1.010935e+00
2.110000e+04 7.026020e-03 8.956038e-02 3.135575e+02 8.354643e-01 1.870958e+05 8.990147e+01 1.011254e+00
2.120000e+04 7.663351e-03 6.551637e-02 2.770073e+02 8.348156e-01 1.587901e+05 9.307366e+01 1.010867e+00
2.130000e+04 7.666348e-03 1.203449e-02 2.134034e+02 8.345297e-01 1.544872e+05 8.337690e+01 1.012146e+00
2.140000e+04 7.766506e-03 1.176261e-01 2.082054e+02 8.341715e-01 1.178305e+05 5.951675e+01 1.017098e+00
2.150000e+04 7.485233e-03 1.229257e-01 2.060970e+02 8.339703e-01 1.879836e+05 9.526762e+01 1.010614e+00
