# iteration  loss_u  loss_ut  loss_res  l2_error  lam_u  lam_ut  lam_r
4.900000e+03 7.692438e-01 1.402686e-02 1.914797e+01 1.036547e+00 1.000000e+00 1.000000e+00 1.000000e+00
5.000000e+03 7.512732e-01 2.029334e-02 2.037001e+01 1.037466e+00 1.000000e+00 1.000000e+00 1.000000e+00
5.100000e+03 8.722563e-01 3.398323e-02 3.735044e+01 1.037666e+00 1.000000e+00 1.000000e+00 1.000000e+00
5.200000e+03 8.101786e-01 2.042146e-02 3.331873e+01 1.038796e+00 1.000000e+00 1.000000e+00 1.000000e+00
5.300000e+03 7.226703e-01 2.963847e-02 5.259187e+01 1.036255e+00 1.000000e+00 1.000000e+00 1.000000e+00
5.400000e+03 8.198031e-01 1.506760e-02 3.242353e+01 1.037488e+00 1.000000e+00 1.000000e+00 1.000000e+00
5.500000e+03 8.531597e-01 4.742139e-02 2.407940e+02 1.038555e+00 1.000000e+00 1.000000e+00 1.000000e+00
5.600000e+03 7.913261e-01 2.680647e-02 7.206312e+01 1.036648e+00 1.000000e+00 1.000000e+00 1.000000e+00
5.700000e+03 7.448475e-01 1.815180e-02 9.254223e+00 1.038370e+00 1.000000e+00 1.000000e+00 1.000000e+00
5.800000e+03 8.675480e-01 1.774359e-02 6.944806e+00 1.037304e+00 1.000000e+00 1.000000e+00 1.000000e+00
5.900000e+03 8.573049e-01 1.565439e-02 1.263845e+01 1.036898e+00 1.000000e+00 1.000000e+00 1.000000e+00
6.000000e+03 9.021833e-01 2.145993e-02 1.197012e+01 1.038262e+00 1.000000e+00 1.000000e+00 1.000000e+00
6.100000e+03 7.925047e-01 9.607033e-03 1.173950e+01 1.038315e+00 1.000000e+00 1.000000e+00 1.000000e+00
6.200000e+03 8.450900e-01 1.283080e-02 5.083522e+00 1.037774e+00 1.000000e+00 1.000000e+00 1.000000e+00
6.300000e+03 9.010971e-01 1.019470e-02 4.016200e+00 1.038347e+00 1.000000e+00 1.000000e+00 1.000000e+00
6.400000e+03 8.025125e-01 1.640018e-02 1.253606e+01 1.037916e+00 1.000000e+00 1.000000e+00 1.000000e+00
6.500000e+03 8.006992e-01 9.343285e-03 1.418607e+01 1.037521e+00 1.000000e+00 1.000000e+00 1.000000e+00
6.600000e+03 7.205659e-01 1.674914e-02 3.017443e+01 1.037969e+00 1.000000e+00 1.000000e+00 1.000000e+00
6.700000e+03 8.701478e-01 1.091044e-02 3.117854e+01 1.037169e+00 1.000000e+00 1.000000e+00 1.000000e+00
6.800000e+03 8.059587e-01 1.488914e-02 3.211963e+01 1.035688e+00 1.000000e+00 1.000000e+00 1.000000e+00
6.900000e+03 8.262201e-01 8.388742e-03 3.747961e+01 1.037825e+00 1.000000e+00 1.000000e+00 1.000000e+00
7.000000e+03 7.590848e-01 8.264520e-03 1.536054e+01 1.035400e+00 1.000000e+00 1.000000e+00 1.000000e+00
7.100000e+03 7.401758e-01 1.209525e-02 1.256475e+01 1.037001e+00 1.000000e+00 1.000000e+00 1.000000e+00
7.200000e+03 8.539881e-01 1.421824e-02 9.988194e+00 1.037240e+00 1.000000e+00 1.000000e+00 1.000000e+00
7.300000e+03 8.460187e-01 7.199885e-03 9.383438e+00 1.037355e+00 1.000000e+00 1.000000e+00 1.000000e+00
7.400000e+03 7.263574e-01 7.649213e-03 1.630280e+01 1.036393e+00 1.000000e+00 1.000000e+00 1.000000e+00
7.500000e+03 8.767402e-01 8.453924e-03 9.306505e+00 1.039196e+00 1.000000e+00 1.000000e+00 1.000000e+00
7.600000e+03 9.308800e-01 9.896683e-03 8.150287e+00 1.035418e+00 1.000000e+00 1.000000e+00 1.000000e+00
7.700000e+03 8.819587e-01 1.238682e-02 3.722496e+01 1.034831e+00 1.000000e+00 1.000000e+00 1.000000e+00
7.800000e+03 8.223568e-01 7.648612e-03 2.458085e+01 1.037390e+00 1.000000e+00 1.000000e+00 1.000000e+00
7.900000e+03 8.381252e-01 8.767813e-03 1.668063e+01 1.037200e+00 1.000000e+00 1.000000e+00 1.000000e+00
8.000000e+03 8.084190e-01 8.018429e-03 5.044973e+00 1.036743e+00 1.000000e+00 1.000000e+00 1.000000e+00
8.100000e+03 7.877998e-01 1.157535e-02 1.417066e+01 1.038348e+00 1.000000e+00 1.000000e+00 1.000000e+00
8.200000e+03 7.909968e-01 7.451875e-03 2.622903e+01 1.038195e+00 1.000000e+00 1.000000e+00 1.000000e+00
8.300000e+03 7.910655e-01 1.168292e-02 1.637072e+01 1.036153e+00 1.000000e+00 1.000000e+00 1.000000e+00
8.400000e+03 7.820359e-01 1.445602e-02 1.603218e+01 1.037671e+00 1.000000e+00 1.000000e+00 1.000000e+00
8.500000e+03 8.068928e-01 2.860719e-03 3.011921e+01 1.039805e+00 1.000000e+00 1.000000e+00 1.000000e+00
8.600000e+03 8.032103e-01 6.552820e-03 3.584549e+00 1.038946e+00 1.000000e+00 1.000000e+00 1.000000e+00
8.700000e+03 8.224894e-01 6.058751e-03 2.879807e+00 1.037366e+00 1.000000e+00 1.000000e+00 1.000000e+00
8.800000e+03 8.474452e-01 9.055127e-03 2.729061e+00 1.037657e+00 1.000000e+00 1.000000e+00 1.000000e+00
8.900000e+03 8.538046e-01 3.933652e-03 2.327522e+00 1.036660e+00 1.000000e+00 1.000000e+00 1.000000e+00
9.000000e+03 8.244017e-01 5.142013e-03 4.223339e+00 1.036250e+00 1.000000e+00 1.000000e+00 1.000000e+00
9.100000e+03 8.026628e-01 1.052208e-02 6.236278e+00 1.037065e+00 1.000000e+00 1.000000e+00 1.000000e+00
9.200000e+03 8.085320e-01 7.741613e-03 1.516989e+01 1.034764e+00 1.000000e+00 1.000000e+00 1.000000e+00
9.300000e+03 8.238529e-01 6.220312e-03 8.964125e+00 1.036892e+00 1.000000e+00 1.000000e+00 1.000000e+00
9.400000e+03 8.371832e-01 1.479647e-02 1.635155e+01 1.038186e+00 1.000000e+00 1.000000e+00 1.000000e+00
9.500000e+03 8.000520e-01 4.300951e-03 1.374045e+01 1.035169e+00 1.000000e+00 1.000000e+00 1.000000e+00
9.600000e+03 7.802843e-01 4.164116e-03 3.851169e+00 1.037642e+00 1.000000e+00 1.000000e+00 1.000000e+00
9.700000e+03 7.925103e-01 9.663513e-03 6.214161e+00 1.036771e+00 1.000000e+00 1.000000e+00 1.000000e+00
9.800000e+03 8.301393e-01 4.773137e-03 4.207609e+00 1.036162e+00 1.000000e+00 1.000000e+00 1.000000e+00
9.900000e+03 8.270990e-01 7.575355e-03 1.123953e+01 1.036176e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e+04 8.187521e-01 3.813399e-03 8.169592e+00 1.036759e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.010000e+04 8.304758e-01 4.581126e-03 1.775212e+00 1.036296e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.020000e+04 7.770362e-01 4.136968e-03 3.144617e+00 1.038740e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.030000e+04 8.916189e-01 3.342976e-03 3.340890e+00 1.036879e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.040000e+04 7.912901e-01 3.022121e-03 4.261948e+00 1.035654e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.050000e+04 7.841159e-01 3.660089e-03 4.072628e+00 1.036258e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.060000e+04 8.021095e-01 3.001193e-03 5.572229e+00 1.036675e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.070000e+04 7.531527e-01 3.153359e-03 1.473073e+01 1.036567e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.080000e+04 7.790798e-01 5.952385e-03 1.546260e+01 1.038284e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.090000e+04 8.096275e-01 4.153181e-03 1.624019e+00 1.036682e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.100000e+04 8.324279e-01 3.234305e-03 6.531360e-01 1.035899e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.110000e+04 8.228310e-01 2.219665e-03 1.060535e+00 1.036512e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.120000e+04 6.970858e-01 3.558337e-03 1.133657e+00 1.036415e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.130000e+04 7.788771e-01 2.941137e-03 1.738576e+00 1.035714e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.140000e+04 7.738156e-01 2.648862e-03 1.548101e+00 1.037090e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.150000e+04 7.787845e-01 4.162636e-03 3.058461e+00 1.035440e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.160000e+04 8.085058e-01 1.732642e-03 2.649186e+00 1.036705e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.170000e+04 8.364217e-01 2.783599e-03 5.295532e+00 1.036661e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.180000e+04 8.306005e-01 7.907505e-03 8.893731e+00 1.036725e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.190000e+04 7.788632e-01 1.854220e-03 9.924874e+00 1.036571e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.200000e+04 7.836257e-01 2.012893e-03 2.011776e+00 1.035394e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.210000e+04 8.026071e-01 1.949930e-03 1.373873e+00 1.036324e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.220000e+04 7.896540e-01 1.749943e-03 1.167103e+00 1.036468e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.230000e+04 8.334926e-01 1.571142e-03 1.147998e+00 1.037051e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.240000e+04 7.502164e-01 3.049679e-03 1.289563e+00 1.035282e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.250000e+04 7.684736e-01 2.719362e-03 3.738543e+00 1.035086e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.260000e+04 7.843124e-01 1.833591e-03 4.551929e+00 1.035964e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.270000e+04 8.122998e-01 1.330464e-03 7.791733e-01 1.035847e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.280000e+04 7.891186e-01 1.560048e-03 1.913127e+00 1.036421e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.290000e+04 8.489560e-01 7.493586e-04 1.926378e+00 1.036431e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.300000e+04 8.500938e-01 3.893339e-03 1.926006e+00 1.036638e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.310000e+04 8.153081e-01 1.413001e-03 2.406101e+00 1.034996e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.320000e+04 8.290187e-01 7.462430e-04 4.677146e+00 1.033183e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.330000e+04 8.358497e-01 2.048383e-03 6.110582e+00 1.035736e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.340000e+04 8.116384e-01 9.213385e-04 1.938387e+00 1.035470e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.350000e+04 8.116739e-01 2.609203e-03 1.208867e+00 1.034561e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.360000e+04 7.845114e-01 8.093065e-04 5.639037e-01 1.035304e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.370000e+04 8.341720e-01 8.814472e-04 9.348194e-01 1.034540e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.380000e+04 8.126195e-01 8.849724e-04 1.368267e+00 1.035444e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.390000e+04 8.943963e-01 8.154534e-04 2.322799e+00 1.034351e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.400000e+04 8.074762e-01 3.353987e-03 3.123611e+00 1.033150e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.410000e+04 7.928466e-01 2.051409e-04 2.349049e+00 1.032173e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.420000e+04 7.416103e-01 3.951463e-04 1.292757e+00 1.033061e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.430000e+04 7.597375e-01 5.283265e-04 8.183799e-01 1.034769e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.440000e+04 8.491229e-01 5.034426e-04 6.935992e-01 1.033141e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.450000e+04 8.178146e-01 2.906370e-04 9.834220e-01 1.034713e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.460000e+04 8.167507e-01 7.337029e-04 3.197683e-01 1.033547e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.470000e+04 7.765206e-01 1.034249e-03 1.211906e+00 1.035228e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.480000e+04 8.205061e-01 1.233212e-03 1.705130e+00 1.035512e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.490000e+04 7.959130e-01 2.843537e-03 2.960009e+00 1.032891e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.500000e+04 7.378372e-01 1.010792e-03 1.227300e+00 1.033757e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.510000e+04 8.125511e-01 5.764961e-04 3.658708e-01 1.034733e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.520000e+04 8.380648e-01 1.684251e-03 8.037384e-01 1.033333e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.530000e+04 7.699754e-01 6.753521e-03 2.115919e+00 1.032004e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.540000e+04 7.756017e-01 1.040648e-03 1.914594e+00 1.034423e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.550000e+04 8.095334e-01 2.242078e-03 1.284023e+00 1.034332e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.560000e+04 7.781833e-01 9.028195e-04 1.230915e+00 1.033728e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.570000e+04 8.219675e-01 1.209052e-03 1.209901e+00 1.031676e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.580000e+04 8.205754e-01 9.182826e-04 3.185891e-01 1.033445e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.590000e+04 7.581245e-01 9.872230e-04 2.732363e-01 1.032280e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.600000e+04 7.771428e-01 9.568364e-04 2.793861e-01 1.033528e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.610000e+04 8.328493e-01 6.102613e-04 4.896207e-01 1.031755e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.620000e+04 8.059520e-01 3.158573e-03 8.756996e-01 1.033189e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.630000e+04 8.166907e-01 3.300944e-03 1.469074e+00 1.030494e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.640000e+04 8.044877e-01 7.832750e-04 3.097482e+00 1.032486e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.650000e+04 7.253770e-01 3.340561e-03 1.709411e+00 1.033144e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.660000e+04 7.453452e-01 2.101151e-03 7.812459e-01 1.032508e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.670000e+04 8.239645e-01 2.038548e-03 2.594995e-01 1.032233e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.680000e+04 7.636743e-01 6.398358e-04 8.991555e-02 1.029952e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.690000e+04 8.418094e-01 5.947613e-04 2.646427e-01 1.030760e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.700000e+04 7.624466e-01 8.585720e-04 2.468681e-01 1.029286e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.710000e+04 7.395929e-01 3.060027e-03 1.242692e+00 1.029169e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.720000e+04 7.610064e-01 6.078464e-04 2.213759e+00 1.028763e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.730000e+04 7.773520e-01 1.181253e-03 1.003891e+00 1.030513e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.740000e+04 7.806314e-01 8.411240e-04 2.136499e-01 1.030180e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.750000e+04 7.932684e-01 3.361614e-04 2.125716e-01 1.028920e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.760000e+04 7.690555e-01 1.089346e-03 2.748300e-01 1.029562e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.770000e+04 7.630199e-01 7.349316e-04 1.608748e-01 1.029157e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.780000e+04 6.936464e-01 1.572268e-03 2.199126e-01 1.027168e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.790000e+04 7.669798e-01 3.146952e-04 7.728150e-01 1.029157e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.800000e+04 7.698846e-01 1.722024e-03 8.741886e-01 1.028278e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.810000e+04 7.114619e-01 1.756825e-03 4.270777e-01 1.027406e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.820000e+04 8.301697e-01 7.760055e-04 2.790830e-01 1.028210e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.830000e+04 6.865574e-01 4.773161e-04 5.150918e-01 1.027698e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.840000e+04 6.900200e-01 9.677670e-04 3.888396e-01 1.027052e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.850000e+04 7.552056e-01 5.081493e-04 2.761182e-01 1.027102e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.860000e+04 7.101494e-01 1.372507e-03 4.487818e-01 1.026041e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.870000e+04 6.758823e-01 1.864686e-03 1.926550e-01 1.027423e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.880000e+04 7.122827e-01 8.747131e-04 3.880383e-01 1.024204e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.890000e+04 6.879005e-01 9.806398e-04 3.132913e-01 1.026712e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.900000e+04 7.217318e-01 1.606374e-03 1.210518e+00 1.024748e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.910000e+04 7.314506e-01 4.353971e-04 4.043879e-01 1.027962e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.920000e+04 6.758368e-01 8.422763e-04 2.086868e-01 1.025141e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.930000e+04 6.913707e-01 7.977160e-04 1.004029e-01 1.025821e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.940000e+04 7.099214e-01 7.333296e-04 1.585377e-01 1.025067e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.950000e+04 7.650723e-01 3.685561e-04 2.097249e-01 1.025858e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.960000e+04 7.289522e-01 1.215110e-03 5.917182e-01 1.024982e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.970000e+04 6.614271e-01 1.137507e-03 4.315389e-01 1.023674e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.980000e+04 6.856837e-01 7.939246e-04 3.594351e-01 1.025106e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.990000e+04 6.590695e-01 9.629637e-04 1.217885e-01 1.024849e+00 1.000000e+00 1.000000e+00 1.000000e+00
2.000000e+04 6.779974e-01 4.952063e-04 2.349218e-01 1.024525e+00 1.000000e+00 1.000000e+00 1.000000e+00
2.010000e+04 7.087361e-01 6.432714e-04 2.433589e-01 1.024361e+00 1.000000e+00 1.000000e+00 1.000000e+00
2.020000e+04 7.035721e-01 2.105923e-04 1.651819e-01 1.022283e+00 1.000000e+00 1.000000e+00 1.000000e+00
2.030000e+04 7.088175e-01 6.652711e-04 2.396309e-01 1.025968e+00 1.000000e+00 1.000000e+00 1.000000e+00
2.040000e+04 6.475356e-01 5.541236e-04 3.357061e-01 1.022971e+00 1.000000e+00 1.000000e+00 1.000000e+00
2.050000e+04 6.830602e-01 6.081095e-04 2.863843e-01 1.023278e+00 1.000000e+00 1.000000e+00 1.000000e+00
2.060000e+04 7.063060e-01 1.178008e-04 2.518751e-01 1.024288e+00 1.000000e+00 1.000000e+00 1.000000e+00
2.070000e+04 6.977272e-01 5.613332e-04 2.480686e-01 1.022917e+00 1.000000e+00 1.000000e+00 1.000000e+00
2.080000e+04 6.611319e-01 5.474620e-04 2.201269e-01 1.023290e+00 1.000000e+00 1.000000e+00 1.000000e+00
2.090000e+04 6.571390e-01 7.082855e-04 2.684705e-01 1.024473e+00 1.000000e+00 1.000000e+00 1.000000e+00
2.100000e+04 7.182274e-01 5.223316e-04 1.683550e-01 1.025103e+00 1.000000e+00 1.000000e+00 1.000000e+00
2.110000e+04 7.059218e-01 2.868446e-04 1.812233e-01 1.024527e+00 1.000000e+00 1.000000e+00 1.000000e+00
2.120000e+04 6.390259e-01 3.286201e-04 2.396090e-01 1.023210e+00 1.000000e+00 1.000000e+00 1.000000e+00
2.130000e+04 6.829613e-01 1.067394e-04 3.128803e-01 1.024352e+00 1.000000e+00 1.000000e+00 1.000000e+00
2.140000e+04 6.762651e-01 1.628889e-04 1.366643e-01 1.025264e+00 1.000000e+00 1.000000e+00 1.000000e+00
2.150000e+04 7.178527e-01 3.569121e-04 3.002614e-01 1.025558e+00 1.000000e+00 1.000000e+00 1.000000e+00
