# iteration  loss_res  loss_bcs  loss_ut  l2_error  lambda_u  lambda_ut  lambda_r
6.490000e+04 8.284019e-03 4.161932e-06 4.247605e-05 4.878189e-03 6.004755e+03 3.044897e+01 1.034135e+00
6.500000e+04 8.684509e-03 4.992793e-06 2.567962e-05 4.898940e-03 5.817839e+03 3.020962e+01 1.034419e+00
6.510000e+04 8.778744e-03 4.907742e-06 2.193347e-05 4.837121e-03 5.869195e+03 3.048301e+01 1.034100e+00
6.520000e+04 9.922149e-03 4.085711e-06 3.763083e-05 4.911366e-03 6.275421e+03 3.271301e+01 1.031702e+00
6.530000e+04 8.401745e-03 4.126436e-06 3.131506e-05 4.833447e-03 6.201140e+03 3.170654e+01 1.032738e+00
6.540000e+04 8.461922e-03 4.860648e-06 2.784442e-05 4.886555e-03 6.025647e+03 3.073926e+01 1.033803e+00
6.550000e+04 9.495100e-03 4.212584e-06 4.535194e-05 4.838830e-03 6.304225e+03 3.118295e+01 1.033301e+00
6.560000e+04 1.136702e-02 4.433295e-06 3.496916e-05 4.870277e-03 6.066991e+03 3.197110e+01 1.032464e+00
6.570000e+04 9.741365e-03 4.978589e-06 2.321016e-05 4.877590e-03 5.786756e+03 2.956482e+01 1.035193e+00
6.580000e+04 8.567247e-03 4.246792e-06 2.928079e-05 4.897049e-03 6.235981e+03 3.329586e+01 1.031134e+00
6.590000e+04 7.939200e-03 3.713210e-06 3.210402e-05 4.901159e-03 6.435423e+03 3.420881e+01 1.030277e+00
6.600000e+04 1.055006e-02 5.216285e-06 2.960226e-05 4.876673e-03 6.053180e+03 3.152438e+01 1.032937e+00
6.610000e+04 7.912044e-03 5.262510e-06 2.376633e-05 4.903340e-03 6.027895e+03 3.105377e+01 1.033451e+00
6.620000e+04 8.937780e-03 5.590697e-06 2.313520e-05 4.854639e-03 6.179760e+03 3.227089e+01 1.032151e+00
6.630000e+04 1.045913e-02 4.476713e-06 5.227988e-05 4.838254e-03 6.355409e+03 3.264485e+01 1.031768e+00
6.640000e+04 1.027727e-02 4.927732e-06 2.712748e-05 4.861667e-03 5.992741e+03 2.956199e+01 1.035190e+00
6.650000e+04 8.961093e-03 4.425611e-06 3.191828e-05 4.875822e-03 6.170937e+03 3.068135e+01 1.033864e+00
6.660000e+04 7.791015e-03 3.873241e-06 3.837773e-05 4.885630e-03 5.900096e+03 3.026107e+01 1.034356e+00
6.670000e+04 9.725834e-03 3.785880e-06 3.117611e-05 4.881395e-03 6.289158e+03 3.214745e+01 1.032275e+00
6.680000e+04 9.697617e-03 5.999920e-06 2.341658e-05 4.858251e-03 6.448127e+03 3.370947e+01 1.030737e+00
6.690000e+04 9.497023e-03 4.051830e-06 3.077830e-05 4.867449e-03 6.158568e+03 3.279185e+01 1.031627e+00
6.700000e+04 1.112546e-02 5.414062e-06 2.622109e-05 4.839543e-03 6.132783e+03 3.000627e+01 1.034650e+00
6.710000e+04 9.922594e-03 5.440069e-06 3.751359e-05 4.915010e-03 6.044210e+03 2.889522e+01 1.036026e+00
6.720000e+04 8.480936e-03 5.356929e-06 2.930801e-05 4.867984e-03 6.378297e+03 3.178336e+01 1.032652e+00
6.730000e+04 9.794512e-03 5.111376e-06 3.918161e-05 4.864640e-03 6.438146e+03 3.162707e+01 1.032817e+00
6.740000e+04 8.814191e-03 4.715871e-06 3.171946e-05 4.864189e-03 5.911812e+03 3.114423e+01 1.033354e+00
6.750000e+04 1.000079e-02 4.717104e-06 3.097884e-05 4.869327e-03 5.865545e+03 2.991292e+01 1.034769e+00
6.760000e+04 8.930936e-03 5.688069e-06 3.817949e-05 4.870304e-03 5.919955e+03 2.865004e+01 1.036348e+00
6.770000e+04 1.128966e-02 4.743382e-06 3.867893e-05 4.896943e-03 5.604254e+03 2.761543e+01 1.037764e+00
6.780000e+04 1.062146e-02 4.866804e-06 2.983975e-05 4.853766e-03 5.927032e+03 3.128200e+01 1.033203e+00
6.790000e+04 9.092866e-03 3.605929e-06 3.038292e-05 4.864417e-03 5.940697e+03 3.179106e+01 1.032656e+00
6.800000e+04 1.321718e-02 4.435084e-06 3.921562e-05 4.873133e-03 6.255836e+03 3.133301e+01 1.033138e+00
6.810000e+04 9.491640e-03 4.183031e-06 2.749545e-05 4.864084e-03 6.554460e+03 3.220028e+01 1.032214e+00
6.820000e+04 9.647824e-03 6.116579e-06 3.442042e-05 4.914658e-03 5.996432e+03 3.206559e+01 1.032368e+00
6.830000e+04 1.036389e-02 4.625261e-06 2.931232e-05 4.862163e-03 5.826360e+03 2.877261e+01 1.036191e+00
6.840000e+04 8.513498e-03 4.340744e-06 3.700448e-05 4.866237e-03 5.927170e+03 3.123499e+01 1.033254e+00
6.850000e+04 1.026744e-02 4.777938e-06 2.644567e-05 4.875719e-03 6.216191e+03 3.191727e+01 1.032516e+00
6.860000e+04 1.124918e-02 4.747986e-06 2.358294e-05 4.863767e-03 6.049873e+03 3.079782e+01 1.033736e+00
6.870000e+04 1.007068e-02 4.670633e-06 3.251679e-05 4.872183e-03 5.994260e+03 3.102420e+01 1.033485e+00
6.880000e+04 1.190883e-02 4.467859e-06 2.782083e-05 4.896371e-03 5.836343e+03 2.887806e+01 1.036054e+00
6.890000e+04 8.353933e-03 4.701647e-06 2.891484e-05 4.864571e-03 6.546808e+03 3.362782e+01 1.030811e+00
6.900000e+04 8.997017e-03 3.801324e-06 2.348249e-05 4.872381e-03 6.014247e+03 3.069740e+01 1.033851e+00
6.910000e+04 8.258719e-03 4.322942e-06 3.570159e-05 4.876822e-03 6.004411e+03 3.022397e+01 1.034397e+00
6.920000e+04 8.129621e-03 5.208339e-06 2.480212e-05 4.852089e-03 5.993604e+03 3.124261e+01 1.033244e+00
6.930000e+04 8.934524e-03 4.512739e-06 2.032735e-05 4.870061e-03 6.318956e+03 2.983789e+01 1.034846e+00
6.940000e+04 8.217642e-03 4.622157e-06 3.101954e-05 4.851025e-03 6.046999e+03 3.018558e+01 1.034440e+00
6.950000e+04 8.775203e-03 4.694426e-06 2.207406e-05 4.852371e-03 6.332982e+03 3.252950e+01 1.031884e+00
6.960000e+04 8.151315e-03 4.448946e-06 2.663134e-05 4.886691e-03 6.426988e+03 3.501879e+01 1.029560e+00
6.970000e+04 8.767579e-03 4.059031e-06 2.275858e-05 4.872597e-03 6.340920e+03 3.283051e+01 1.031584e+00
6.980000e+04 8.891608e-03 3.920629e-06 3.304252e-05 4.840743e-03 5.865193e+03 2.968389e+01 1.035045e+00
6.990000e+04 9.508535e-03 4.244062e-06 3.200665e-05 4.819447e-03 6.315119e+03 3.127285e+01 1.033202e+00
7.000000e+04 8.458436e-03 4.309068e-06 2.645864e-05 4.869200e-03 6.042598e+03 3.071866e+01 1.033826e+00
7.010000e+04 9.658283e-03 4.949436e-06 2.790520e-05 4.839198e-03 6.325294e+03 3.421222e+01 1.030277e+00
7.020000e+04 8.318349e-03 4.250383e-06 2.521152e-05 4.847464e-03 5.893894e+03 3.030282e+01 1.034308e+00
7.030000e+04 7.679760e-03 3.439716e-06 3.148742e-05 4.868880e-03 6.057210e+03 3.043775e+01 1.034147e+00
7.040000e+04 9.400155e-03 5.085088e-06 2.578620e-05 4.863707e-03 6.236717e+03 3.392336e+01 1.030544e+00
7.050000e+04 8.823539e-03 4.506465e-06 3.676777e-05 4.877494e-03 6.108595e+03 3.033171e+01 1.034268e+00
7.060000e+04 7.241569e-03 4.695251e-06 2.804784e-05 4.884433e-03 6.296327e+03 3.069743e+01 1.033843e+00
7.070000e+04 1.068177e-02 5.534908e-06 2.998800e-05 4.876245e-03 5.785070e+03 2.815822e+01 1.037007e+00
7.080000e+04 8.983699e-03 4.074056e-06 2.880041e-05 4.867831e-03 6.051188e+03 2.944543e+01 1.035332e+00
7.090000e+04 8.502193e-03 4.970501e-06 2.904457e-05 4.824015e-03 6.222894e+03 3.237861e+01 1.032040e+00
7.100000e+04 6.859885e-03 4.833236e-06 2.705130e-05 4.853220e-03 5.967398e+03 2.925598e+01 1.035570e+00
7.110000e+04 8.820573e-03 4.952502e-06 3.316472e-05 4.858597e-03 6.175116e+03 3.186876e+01 1.032568e+00
7.120000e+04 9.141026e-03 4.484632e-06 3.691348e-05 4.903180e-03 6.138994e+03 3.151798e+01 1.032941e+00
7.130000e+04 7.966101e-03 4.058395e-06 2.212433e-05 4.860108e-03 6.121775e+03 2.983661e+01 1.034853e+00
7.140000e+04 8.905080e-03 4.769835e-06 3.091519e-05 4.865230e-03 6.099318e+03 3.099771e+01 1.033511e+00
7.150000e+04 8.878862e-03 4.399641e-06 2.627402e-05 4.889747e-03 5.902319e+03 2.999790e+01 1.034667e+00
7.160000e+04 8.064789e-03 3.839442e-06 3.575639e-05 4.851587e-03 6.214962e+03 3.090766e+01 1.033608e+00
7.170000e+04 8.065226e-03 5.902947e-06 3.726335e-05 4.881234e-03 6.096823e+03 3.160182e+01 1.032853e+00
7.180000e+04 9.986920e-03 4.360727e-06 3.446905e-05 4.909403e-03 6.188453e+03 3.004012e+01 1.034608e+00
7.190000e+04 9.950764e-03 4.141943e-06 3.003380e-05 4.849339e-03 6.021817e+03 3.007020e+01 1.034577e+00
7.200000e+04 7.935015e-03 5.057261e-06 3.125837e-05 4.884455e-03 6.081145e+03 3.142118e+01 1.033047e+00
7.210000e+04 1.271153e-02 3.762398e-06 2.831368e-05 4.882547e-03 6.478823e+03 3.265184e+01 1.031758e+00
7.220000e+04 1.030571e-02 4.528779e-06 2.872995e-05 4.904199e-03 6.282560e+03 3.012480e+01 1.034505e+00
7.230000e+04 8.078852e-03 4.695080e-06 2.596032e-05 4.897337e-03 6.040265e+03 3.178733e+01 1.032657e+00
7.240000e+04 8.526682e-03 4.498840e-06 2.728876e-05 4.895013e-03 6.461456e+03 3.173155e+01 1.032705e+00
7.250000e+04 9.538368e-03 3.995535e-06 3.510107e-05 4.880245e-03 6.174097e+03 2.917435e+01 1.035667e+00
7.260000e+04 9.707185e-03 6.063290e-06 2.549119e-05 4.856674e-03 6.049891e+03 2.892357e+01 1.035989e+00
7.270000e+04 1.091123e-02 4.653434e-06 2.699544e-05 4.871350e-03 6.479844e+03 3.302918e+01 1.031386e+00
7.280000e+04 7.953064e-03 4.610242e-06 2.924231e-05 4.851530e-03 6.093941e+03 3.001127e+01 1.034645e+00
7.290000e+04 1.009703e-02 3.850729e-06 3.352063e-05 4.851355e-03 5.912370e+03 3.086618e+01 1.033663e+00
7.300000e+04 9.885312e-03 4.158890e-06 2.545973e-05 4.823924e-03 5.829719e+03 3.193223e+01 1.032512e+00
7.310000e+04 9.006122e-03 4.713990e-06 3.225295e-05 4.863644e-03 6.060443e+03 2.800555e+01 1.037207e+00
7.320000e+04 8.505278e-03 4.808182e-06 3.718650e-05 4.858973e-03 6.299219e+03 3.214581e+01 1.032276e+00
7.330000e+04 1.041803e-02 4.461095e-06 3.162067e-05 4.856168e-03 5.898589e+03 3.078044e+01 1.033760e+00
7.340000e+04 1.255152e-02 4.432073e-06 4.167588e-05 4.835822e-03 6.112906e+03 3.273175e+01 1.031688e+00
7.350000e+04 7.819608e-03 3.818034e-06 2.609796e-05 4.839695e-03 6.059028e+03 3.105368e+01 1.033450e+00
7.360000e+04 1.073634e-02 3.713662e-06 2.368410e-05 4.906255e-03 6.054669e+03 3.125445e+01 1.033229e+00
7.370000e+04 9.820103e-03 3.604485e-06 3.165175e-05 4.872339e-03 6.052726e+03 3.137494e+01 1.033098e+00
7.380000e+04 8.372353e-03 4.661004e-06 3.974867e-05 4.831264e-03 5.879768e+03 3.065474e+01 1.033903e+00
7.390000e+04 7.934786e-03 4.644803e-06 3.239509e-05 4.838671e-03 6.231672e+03 2.883841e+01 1.036094e+00
7.400000e+04 7.448304e-03 4.418815e-06 2.369932e-05 4.845777e-03 6.281861e+03 3.122235e+01 1.033258e+00
7.410000e+04 1.013175e-02 4.650222e-06 2.751292e-05 4.863706e-03 6.038233e+03 3.209282e+01 1.032338e+00
7.420000e+04 9.570144e-03 4.039371e-06 3.112902e-05 4.813965e-03 6.083469e+03 3.130627e+01 1.033172e+00
7.430000e+04 9.992675e-03 4.366557e-06 2.816330e-05 4.866813e-03 5.884269e+03 3.171507e+01 1.032739e+00
7.440000e+04 1.039882e-02 4.780585e-06 3.321505e-05 4.849682e-03 5.909792e+03 2.975971e+01 1.034952e+00
7.450000e+04 8.263787e-03 4.198896e-06 2.871637e-05 4.830142e-03 5.733943e+03 2.973940e+01 1.034982e+00
7.460000e+04 8.982824e-03 4.044726e-06 2.928778e-05 4.828372e-03 6.014878e+03 3.035507e+01 1.034243e+00
7.470000e+04 9.518716e-03 4.013904e-06 2.209127e-05 4.805998e-03 5.986266e+03 2.895710e+01 1.035948e+00
7.480000e+04 9.878496e-03 5.033220e-06 3.369726e-05 4.835287e-03 6.175712e+03 3.071823e+01 1.033822e+00
7.490000e+04 8.511773e-03 4.606846e-06 2.457050e-05 4.832073e-03 6.059558e+03 3.026385e+01 1.034348e+00
7.500000e+04 8.911329e-03 4.479040e-06 2.530529e-05 4.827374e-03 6.343527e+03 3.199485e+01 1.032431e+00
7.510000e+04 9.620111e-03 4.207555e-06 3.351174e-05 4.847197e-03 5.756195e+03 3.133592e+01 1.033150e+00
7.520000e+04 7.354674e-03 4.942177e-06 2.401160e-05 4.834801e-03 6.052350e+03 3.155224e+01 1.032907e+00
7.530000e+04 8.639688e-03 4.914377e-06 2.969561e-05 4.841504e-03 6.393263e+03 3.243244e+01 1.031981e+00
7.540000e+04 1.087283e-02 4.021586e-06 2.436138e-05 4.850283e-03 6.160109e+03 3.124864e+01 1.033233e+00
7.550000e+04 9.742340e-03 3.730463e-06 2.677366e-05 4.850113e-03 6.607550e+03 3.237156e+01 1.032037e+00
7.560000e+04 8.573394e-03 4.433812e-06 3.131663e-05 4.826816e-03 6.165145e+03 3.326591e+01 1.031165e+00
7.570000e+04 1.052454e-02 3.892293e-06 2.751989e-05 4.832108e-03 6.308387e+03 3.288764e+01 1.031529e+00
7.580000e+04 1.191824e-02 5.199651e-06 2.733951e-05 4.850996e-03 6.416563e+03 3.129529e+01 1.033175e+00
7.590000e+04 1.088249e-02 4.104325e-06 3.260440e-05 4.840599e-03 6.623834e+03 3.450299e+01 1.030008e+00
7.600000e+04 8.588756e-03 5.600329e-06 3.010797e-05 4.836852e-03 5.952695e+03 2.852055e+01 1.036517e+00
7.610000e+04 1.041599e-02 4.007877e-06 2.276114e-05 4.847754e-03 6.237970e+03 3.213591e+01 1.032288e+00
7.620000e+04 8.077723e-03 3.912046e-06 3.480148e-05 4.860175e-03 6.038038e+03 3.333953e+01 1.031098e+00
7.630000e+04 1.022827e-02 3.765526e-06 2.408654e-05 4.849762e-03 5.810069e+03 2.892454e+01 1.035995e+00
7.640000e+04 7.906963e-03 4.155924e-06 3.269661e-05 4.857550e-03 6.321403e+03 3.048191e+01 1.034088e+00
7.650000e+04 7.550798e-03 4.832295e-06 3.297553e-05 4.856844e-03 6.214519e+03 3.019573e+01 1.034424e+00
7.660000e+04 1.142421e-02 4.535343e-06 3.388310e-05 4.810593e-03 6.217880e+03 3.075542e+01 1.033779e+00
7.670000e+04 9.547279e-03 4.415891e-06 3.397638e-05 4.857105e-03 6.032760e+03 3.007155e+01 1.034575e+00
7.680000e+04 1.051412e-02 4.167664e-06 2.613789e-05 4.849044e-03 5.804230e+03 2.915015e+01 1.035709e+00
7.690000e+04 8.044959e-03 6.042577e-06 3.651057e-05 4.855241e-03 6.201203e+03 3.242257e+01 1.031996e+00
7.700000e+04 9.267693e-03 4.246943e-06 3.565847e-05 4.870505e-03 6.525075e+03 3.125771e+01 1.033213e+00
7.710000e+04 1.028557e-02 4.692074e-06 3.579277e-05 4.850399e-03 5.992653e+03 3.023943e+01 1.034379e+00
7.720000e+04 8.043228e-03 4.186216e-06 3.748179e-05 4.846672e-03 6.069571e+03 2.849004e+01 1.036554e+00
7.730000e+04 7.650587e-03 4.584926e-06 2.685096e-05 4.845003e-03 6.660097e+03 3.548345e+01 1.029158e+00
7.740000e+04 8.653449e-03 4.151614e-06 3.053902e-05 4.851120e-03 6.132566e+03 2.957521e+01 1.035170e+00
7.750000e+04 8.499496e-03 3.641748e-06 2.974144e-05 4.838466e-03 6.512234e+03 3.585939e+01 1.028849e+00
7.760000e+04 9.523142e-03 3.708652e-06 2.912690e-05 4.851935e-03 5.664918e+03 2.753418e+01 1.037877e+00
7.770000e+04 8.887811e-03 4.514119e-06 2.382708e-05 4.836047e-03 5.777895e+03 2.910285e+01 1.035769e+00
7.780000e+04 9.016814e-03 4.722575e-06 3.446777e-05 4.831394e-03 6.122202e+03 3.000150e+01 1.034656e+00
7.790000e+04 7.821825e-03 4.606173e-06 2.993908e-05 4.815326e-03 5.941096e+03 2.952741e+01 1.035234e+00
7.800000e+04 8.333647e-03 4.125258e-06 2.921261e-05 4.845740e-03 5.906392e+03 2.908191e+01 1.035792e+00
7.810000e+04 8.693304e-03 4.734512e-06 3.417307e-05 4.821575e-03 6.145385e+03 3.326379e+01 1.031167e+00
7.820000e+04 8.275767e-03 3.858254e-06 2.836866e-05 4.841569e-03 6.346892e+03 3.005345e+01 1.034588e+00
7.830000e+04 6.371967e-03 3.850668e-06 3.015075e-05 4.837768e-03 5.808937e+03 3.009300e+01 1.034557e+00
7.840000e+04 8.612957e-03 4.880128e-06 3.075563e-05 4.826514e-03 6.631296e+03 3.462413e+01 1.029901e+00
7.850000e+04 8.037607e-03 5.160271e-06 2.967926e-05 4.855736e-03 6.028176e+03 3.301234e+01 1.031414e+00
7.860000e+04 8.816355e-03 4.015103e-06 2.755237e-05 4.834713e-03 5.915015e+03 3.078026e+01 1.033760e+00
7.870000e+04 9.388031e-03 4.614139e-06 2.521960e-05 4.818321e-03 6.104348e+03 3.121259e+01 1.033274e+00
7.880000e+04 1.025877e-02 4.306405e-06 3.030787e-05 4.824123e-03 5.818727e+03 2.876060e+01 1.036207e+00
7.890000e+04 9.082347e-03 4.445676e-06 2.883736e-05 4.826601e-03 6.110851e+03 3.005269e+01 1.034595e+00
7.900000e+04 8.175640e-03 4.041299e-06 3.083686e-05 4.836552e-03 5.726997e+03 2.826346e+01 1.036867e+00
7.910000e+04 9.539977e-03 5.246665e-06 3.212609e-05 4.821263e-03 5.882784e+03 3.090983e+01 1.033615e+00
7.920000e+04 9.056296e-03 4.932212e-06 2.297868e-05 4.812466e-03 6.115612e+03 3.074443e+01 1.033795e+00
7.930000e+04 8.272289e-03 5.615806e-06 2.665039e-05 4.805999e-03 6.430926e+03 3.274813e+01 1.031663e+00
7.940000e+04 8.468322e-03 4.373421e-06 2.481679e-05 4.811434e-03 6.323973e+03 3.101585e+01 1.033485e+00
7.950000e+04 9.647909e-03 4.875940e-06 2.360622e-05 4.838372e-03 5.994758e+03 3.038131e+01 1.034214e+00
7.960000e+04 8.571951e-03 4.139342e-06 3.436675e-05 4.828879e-03 6.121450e+03 3.067981e+01 1.033867e+00
7.970000e+04 9.149636e-03 3.818376e-06 3.826040e-05 4.855199e-03 6.239081e+03 3.064919e+01 1.033899e+00
7.980000e+04 8.247117e-03 4.268481e-06 2.540752e-05 4.826758e-03 6.186514e+03 3.236237e+01 1.032058e+00
7.990000e+04 9.062061e-03 4.529698e-06 2.539937e-05 4.837050e-03 6.113547e+03 3.168288e+01 1.032766e+00
8.000000e+04 1.050206e-02 5.228003e-06 2.342399e-05 4.819601e-03 6.231657e+03 3.125343e+01 1.033225e+00
