# iteration  lambda_u  lambda_ut  lambda_r
4.320000e+04 6.723940e+03 3.199881e+01 1.032418e+00
4.330000e+04 6.066235e+03 3.198505e+01 1.032449e+00
4.340000e+04 5.975645e+03 2.968263e+01 1.035044e+00
4.350000e+04 6.079527e+03 2.944993e+01 1.035326e+00
4.360000e+04 6.046926e+03 3.267951e+01 1.031742e+00
4.370000e+04 5.696240e+03 3.011704e+01 1.034532e+00
4.380000e+04 6.172005e+03 3.068347e+01 1.033862e+00
4.390000e+04 5.774084e+03 2.890900e+01 1.036017e+00
4.400000e+04 6.382699e+03 3.148035e+01 1.032975e+00
4.410000e+04 6.294224e+03 3.016176e+01 1.034461e+00
4.420000e+04 5.995351e+03 3.156860e+01 1.032891e+00
4.430000e+04 6.180558e+03 3.169901e+01 1.032747e+00
4.440000e+04 6.547800e+03 3.202558e+01 1.032394e+00
4.450000e+04 6.086637e+03 3.152140e+01 1.032939e+00
4.460000e+04 6.436897e+03 3.294997e+01 1.031464e+00
4.470000e+04 6.173219e+03 2.999457e+01 1.034663e+00
4.480000e+04 6.225390e+03 3.022182e+01 1.034393e+00
4.490000e+04 6.265782e+03 2.946475e+01 1.035302e+00
4.500000e+04 6.541062e+03 3.397704e+01 1.030486e+00
4.510000e+04 6.242336e+03 3.051202e+01 1.034056e+00
4.520000e+04 6.311500e+03 3.063176e+01 1.033917e+00
4.530000e+04 6.661491e+03 3.234845e+01 1.032059e+00
4.540000e+04 6.289758e+03 2.873815e+01 1.036222e+00
4.550000e+04 5.843948e+03 2.916811e+01 1.035685e+00
4.560000e+04 6.026061e+03 2.820226e+01 1.036940e+00
4.570000e+04 6.615812e+03 3.314248e+01 1.031272e+00
4.580000e+04 6.096961e+03 3.053488e+01 1.034034e+00
4.590000e+04 5.776275e+03 2.874111e+01 1.036234e+00
4.600000e+04 6.394428e+03 3.231052e+01 1.032105e+00
4.610000e+04 6.127950e+03 3.192972e+01 1.032505e+00
4.620000e+04 6.096261e+03 3.193554e+01 1.032500e+00
4.630000e+04 5.952480e+03 3.219514e+01 1.032235e+00
4.640000e+04 6.198170e+03 3.116796e+01 1.033320e+00
4.650000e+04 6.251884e+03 3.187654e+01 1.032557e+00
4.660000e+04 6.339001e+03 3.134607e+01 1.033121e+00
4.670000e+04 6.647785e+03 3.449081e+01 1.030019e+00
4.680000e+04 6.097913e+03 3.148242e+01 1.032981e+00
4.690000e+04 6.145659e+03 2.800197e+01 1.037209e+00
4.700000e+04 6.413393e+03 3.109882e+01 1.033390e+00
4.710000e+04 6.030957e+03 2.984373e+01 1.034847e+00
4.720000e+04 5.702649e+03 2.791956e+01 1.037336e+00
4.730000e+04 6.198936e+03 3.198974e+01 1.032441e+00
4.740000e+04 5.813058e+03 2.917151e+01 1.035681e+00
4.750000e+04 6.291077e+03 3.319160e+01 1.031233e+00
4.760000e+04 5.922755e+03 3.179410e+01 1.032654e+00
4.770000e+04 6.157385e+03 3.020192e+01 1.034418e+00
4.780000e+04 6.247503e+03 3.362030e+01 1.030826e+00
4.790000e+04 6.230933e+03 3.175930e+01 1.032682e+00
4.800000e+04 6.206746e+03 2.995336e+01 1.034711e+00
4.810000e+04 5.986293e+03 2.900681e+01 1.035885e+00
4.820000e+04 6.143030e+03 3.189500e+01 1.032541e+00
4.830000e+04 6.334252e+03 3.322913e+01 1.031196e+00
4.840000e+04 6.092628e+03 3.164810e+01 1.032803e+00
4.850000e+04 6.080769e+03 2.961331e+01 1.035125e+00
4.860000e+04 6.031584e+03 2.964345e+01 1.035090e+00
4.870000e+04 5.958405e+03 3.029154e+01 1.034319e+00
4.880000e+04 5.916544e+03 2.832947e+01 1.036772e+00
4.890000e+04 6.263642e+03 3.022298e+01 1.034390e+00
4.900000e+04 6.064498e+03 3.126893e+01 1.033213e+00
4.910000e+04 6.667610e+03 3.568612e+01 1.028989e+00
4.920000e+04 6.150514e+03 3.137541e+01 1.033095e+00
4.930000e+04 6.448036e+03 3.384977e+01 1.030606e+00
4.940000e+04 6.097395e+03 3.028031e+01 1.034328e+00
4.950000e+04 6.023540e+03 3.028232e+01 1.034328e+00
4.960000e+04 6.181532e+03 3.060054e+01 1.033956e+00
4.970000e+04 6.194298e+03 3.101414e+01 1.033490e+00
4.980000e+04 6.257220e+03 3.096462e+01 1.033543e+00
4.990000e+04 6.644252e+03 3.340130e+01 1.031023e+00
5.000000e+04 6.078942e+03 3.053754e+01 1.034031e+00
5.010000e+04 6.081776e+03 3.249313e+01 1.031928e+00
5.020000e+04 6.314317e+03 3.028011e+01 1.034322e+00
5.030000e+04 6.005426e+03 3.253467e+01 1.031888e+00
5.040000e+04 6.149640e+03 3.180637e+01 1.032634e+00
5.050000e+04 5.936080e+03 3.002671e+01 1.034631e+00
5.060000e+04 6.096644e+03 2.999186e+01 1.034668e+00
5.070000e+04 6.029820e+03 3.047871e+01 1.034100e+00
5.080000e+04 5.955172e+03 3.110361e+01 1.033398e+00
5.090000e+04 5.947262e+03 3.045979e+01 1.034124e+00
5.100000e+04 6.451129e+03 2.980377e+01 1.034884e+00
5.110000e+04 6.256827e+03 3.368288e+01 1.030767e+00
5.120000e+04 6.290510e+03 3.139254e+01 1.033072e+00
5.130000e+04 6.111464e+03 3.002224e+01 1.034631e+00
5.140000e+04 6.260063e+03 3.355148e+01 1.030890e+00
5.150000e+04 6.112382e+03 3.106086e+01 1.033441e+00
5.160000e+04 6.316478e+03 3.601240e+01 1.028729e+00
5.170000e+04 6.575479e+03 3.380851e+01 1.030641e+00
5.180000e+04 6.351085e+03 3.232648e+01 1.032090e+00
5.190000e+04 6.138435e+03 3.049629e+01 1.034077e+00
5.200000e+04 6.266108e+03 2.982217e+01 1.034866e+00
5.210000e+04 6.386351e+03 3.254050e+01 1.031872e+00
5.220000e+04 6.232741e+03 3.120270e+01 1.033281e+00
5.230000e+04 5.935858e+03 2.819858e+01 1.036948e+00
5.240000e+04 6.312482e+03 3.310318e+01 1.031318e+00
5.250000e+04 6.073426e+03 3.071553e+01 1.033828e+00
5.260000e+04 6.066273e+03 3.118389e+01 1.033306e+00
5.270000e+04 6.127966e+03 3.198281e+01 1.032450e+00
5.280000e+04 6.577503e+03 3.494457e+01 1.029621e+00
5.290000e+04 6.130169e+03 3.097528e+01 1.033535e+00
5.300000e+04 6.617265e+03 3.271077e+01 1.031696e+00
5.310000e+04 6.271648e+03 3.191537e+01 1.032516e+00
5.320000e+04 6.318795e+03 3.341944e+01 1.031014e+00
5.330000e+04 5.971644e+03 3.019126e+01 1.034436e+00
5.340000e+04 6.154471e+03 3.363487e+01 1.030815e+00
5.350000e+04 6.102876e+03 3.286036e+01 1.031561e+00
5.360000e+04 5.865673e+03 2.911040e+01 1.035757e+00
5.370000e+04 6.196646e+03 3.282565e+01 1.031593e+00
5.380000e+04 6.138523e+03 3.160234e+01 1.032851e+00
5.390000e+04 5.816431e+03 2.932113e+01 1.035494e+00
5.400000e+04 6.270847e+03 3.007468e+01 1.034565e+00
5.410000e+04 6.043828e+03 3.037469e+01 1.034220e+00
5.420000e+04 6.254252e+03 2.892539e+01 1.035981e+00
5.430000e+04 5.984323e+03 3.032021e+01 1.034285e+00
5.440000e+04 6.494112e+03 3.126864e+01 1.033202e+00
5.450000e+04 6.257557e+03 3.323956e+01 1.031188e+00
5.460000e+04 6.314337e+03 3.203269e+01 1.032393e+00
5.470000e+04 6.331348e+03 3.153185e+01 1.032921e+00
5.480000e+04 6.333136e+03 3.056532e+01 1.033992e+00
5.490000e+04 5.894402e+03 3.038149e+01 1.034217e+00
5.500000e+04 6.135617e+03 3.321833e+01 1.031212e+00
5.510000e+04 6.081465e+03 3.077614e+01 1.033760e+00
5.520000e+04 6.609994e+03 3.265227e+01 1.031754e+00
5.530000e+04 6.432140e+03 3.302855e+01 1.031388e+00
5.540000e+04 6.175430e+03 2.999306e+01 1.034664e+00
5.550000e+04 5.888999e+03 3.108507e+01 1.033420e+00
5.560000e+04 6.038313e+03 2.901764e+01 1.035869e+00
5.570000e+04 6.144787e+03 2.919152e+01 1.035646e+00
5.580000e+04 6.394348e+03 3.213112e+01 1.032289e+00
5.590000e+04 6.418472e+03 3.294114e+01 1.031473e+00
5.600000e+04 5.977470e+03 3.326017e+01 1.031176e+00
5.610000e+04 5.671475e+03 3.009339e+01 1.034561e+00
5.620000e+04 6.253246e+03 3.250846e+01 1.031908e+00
5.630000e+04 6.103483e+03 3.257973e+01 1.031840e+00
5.640000e+04 6.236867e+03 2.969378e+01 1.035022e+00
5.650000e+04 6.045408e+03 3.293418e+01 1.031490e+00
5.660000e+04 5.827566e+03 3.053550e+01 1.034041e+00
5.670000e+04 5.939192e+03 3.144242e+01 1.033029e+00
5.680000e+04 6.302854e+03 3.111943e+01 1.033371e+00
5.690000e+04 6.208493e+03 3.307960e+01 1.031344e+00
5.700000e+04 5.709898e+03 2.971627e+01 1.035011e+00
5.710000e+04 5.881267e+03 3.086053e+01 1.033671e+00
5.720000e+04 5.795200e+03 2.795568e+01 1.037284e+00
5.730000e+04 6.302119e+03 3.200677e+01 1.032420e+00
5.740000e+04 6.073672e+03 3.208939e+01 1.032341e+00
5.750000e+04 6.227561e+03 3.365854e+01 1.030790e+00
5.760000e+04 6.025714e+03 2.984755e+01 1.034843e+00
5.770000e+04 5.829462e+03 3.041784e+01 1.034176e+00
5.780000e+04 6.319223e+03 3.320761e+01 1.031217e+00
5.790000e+04 5.958915e+03 2.983384e+01 1.034861e+00
5.800000e+04 6.572880e+03 3.189099e+01 1.032534e+00
5.810000e+04 5.994149e+03 3.004905e+01 1.034603e+00
5.820000e+04 6.302705e+03 2.998719e+01 1.034668e+00
5.830000e+04 6.383333e+03 3.212105e+01 1.032300e+00
5.840000e+04 6.057114e+03 3.026964e+01 1.034342e+00
5.850000e+04 6.160909e+03 3.210940e+01 1.032318e+00
5.860000e+04 6.259259e+03 3.166983e+01 1.032776e+00
5.870000e+04 6.125813e+03 3.098958e+01 1.033519e+00
5.880000e+04 5.825218e+03 2.986445e+01 1.034828e+00
5.890000e+04 6.026552e+03 3.143818e+01 1.033031e+00
5.900000e+04 5.959178e+03 2.910895e+01 1.035756e+00
5.910000e+04 6.088727e+03 3.077584e+01 1.033760e+00
5.920000e+04 6.049381e+03 2.954264e+01 1.035212e+00
5.930000e+04 5.913940e+03 2.950386e+01 1.035264e+00
5.940000e+04 6.101373e+03 3.116450e+01 1.033327e+00
5.950000e+04 6.081908e+03 3.166190e+01 1.032789e+00
5.960000e+04 5.857032e+03 2.880948e+01 1.036142e+00
5.970000e+04 6.118508e+03 3.220123e+01 1.032224e+00
5.980000e+04 6.327437e+03 3.066142e+01 1.033883e+00
5.990000e+04 6.012234e+03 3.025263e+01 1.034363e+00
6.000000e+04 6.184076e+03 3.272412e+01 1.031694e+00
6.010000e+04 6.097057e+03 2.929336e+01 1.035520e+00
6.020000e+04 6.144081e+03 3.125924e+01 1.033221e+00
6.030000e+04 5.956535e+03 2.817870e+01 1.036974e+00
6.040000e+04 5.908198e+03 3.087647e+01 1.033652e+00
6.050000e+04 6.433789e+03 3.228049e+01 1.032134e+00
6.060000e+04 6.231637e+03 3.069488e+01 1.033847e+00
6.070000e+04 5.877213e+03 2.727441e+01 1.038243e+00
6.080000e+04 6.239691e+03 3.304161e+01 1.031380e+00
6.090000e+04 5.963521e+03 2.925362e+01 1.035574e+00
6.100000e+04 5.969577e+03 2.979438e+01 1.034908e+00
6.110000e+04 6.259404e+03 3.196716e+01 1.032463e+00
6.120000e+04 6.371292e+03 3.239267e+01 1.032022e+00
6.130000e+04 5.894569e+03 3.233321e+01 1.032096e+00
6.140000e+04 6.168311e+03 3.194466e+01 1.032489e+00
6.150000e+04 5.681460e+03 2.876084e+01 1.036211e+00
6.160000e+04 6.287791e+03 3.271898e+01 1.031696e+00
6.170000e+04 6.385498e+03 3.132434e+01 1.033144e+00
6.180000e+04 6.474155e+03 3.401725e+01 1.030451e+00
6.190000e+04 6.296117e+03 3.176145e+01 1.032678e+00
6.200000e+04 6.148518e+03 3.136379e+01 1.033108e+00
6.210000e+04 6.314053e+03 3.217702e+01 1.032244e+00
6.220000e+04 5.824970e+03 2.767208e+01 1.037677e+00
6.230000e+04 5.890274e+03 3.063470e+01 1.033926e+00
6.240000e+04 5.830859e+03 2.912002e+01 1.035746e+00
6.250000e+04 6.015015e+03 3.139118e+01 1.033082e+00
6.260000e+04 6.458537e+03 3.173232e+01 1.032704e+00
6.270000e+04 6.276313e+03 3.143179e+01 1.033030e+00
6.280000e+04 6.203885e+03 3.249807e+01 1.031920e+00
6.290000e+04 6.240939e+03 3.325449e+01 1.031174e+00
6.300000e+04 6.393520e+03 3.232792e+01 1.032087e+00
6.310000e+04 5.962536e+03 2.955783e+01 1.035196e+00
6.320000e+04 5.740429e+03 2.955601e+01 1.035205e+00
6.330000e+04 6.315816e+03 3.099113e+01 1.033512e+00
6.340000e+04 6.542780e+03 3.235644e+01 1.032054e+00
6.350000e+04 6.312020e+03 3.098682e+01 1.033517e+00
6.360000e+04 6.026731e+03 2.789778e+01 1.037356e+00
6.370000e+04 6.059005e+03 2.828704e+01 1.036825e+00
6.380000e+04 5.939667e+03 2.872779e+01 1.036246e+00
6.390000e+04 5.898248e+03 2.925299e+01 1.035576e+00
6.400000e+04 6.197151e+03 3.038850e+01 1.034199e+00
6.410000e+04 5.725036e+03 2.973971e+01 1.034982e+00
6.420000e+04 6.005299e+03 3.007759e+01 1.034569e+00
6.430000e+04 6.005825e+03 3.107891e+01 1.033424e+00
6.440000e+04 5.992311e+03 3.036440e+01 1.034233e+00
6.450000e+04 6.087968e+03 2.960326e+01 1.035137e+00
6.460000e+04 5.991287e+03 3.167890e+01 1.032774e+00
6.470000e+04 6.106842e+03 3.227249e+01 1.032151e+00
6.480000e+04 5.820983e+03 2.992055e+01 1.034761e+00
6.490000e+04 6.004755e+03 3.044897e+01 1.034135e+00
6.500000e+04 5.817839e+03 3.020962e+01 1.034419e+00
6.510000e+04 5.869195e+03 3.048301e+01 1.034100e+00
6.520000e+04 6.275421e+03 3.271301e+01 1.031702e+00
6.530000e+04 6.201140e+03 3.170654e+01 1.032738e+00
6.540000e+04 6.025647e+03 3.073926e+01 1.033803e+00
6.550000e+04 6.304225e+03 3.118295e+01 1.033301e+00
6.560000e+04 6.066991e+03 3.197110e+01 1.032464e+00
6.570000e+04 5.786756e+03 2.956482e+01 1.035193e+00
6.580000e+04 6.235981e+03 3.329586e+01 1.031134e+00
6.590000e+04 6.435423e+03 3.420881e+01 1.030277e+00
6.600000e+04 6.053180e+03 3.152438e+01 1.032937e+00
6.610000e+04 6.027895e+03 3.105377e+01 1.033451e+00
6.620000e+04 6.179760e+03 3.227089e+01 1.032151e+00
6.630000e+04 6.355409e+03 3.264485e+01 1.031768e+00
6.640000e+04 5.992741e+03 2.956199e+01 1.035190e+00
6.650000e+04 6.170937e+03 3.068135e+01 1.033864e+00
6.660000e+04 5.900096e+03 3.026107e+01 1.034356e+00
6.670000e+04 6.289158e+03 3.214745e+01 1.032275e+00
6.680000e+04 6.448127e+03 3.370947e+01 1.030737e+00
6.690000e+04 6.158568e+03 3.279185e+01 1.031627e+00
6.700000e+04 6.132783e+03 3.000627e+01 1.034650e+00
6.710000e+04 6.044210e+03 2.889522e+01 1.036026e+00
6.720000e+04 6.378297e+03 3.178336e+01 1.032652e+00
6.730000e+04 6.438146e+03 3.162707e+01 1.032817e+00
6.740000e+04 5.911812e+03 3.114423e+01 1.033354e+00
6.750000e+04 5.865545e+03 2.991292e+01 1.034769e+00
6.760000e+04 5.919955e+03 2.865004e+01 1.036348e+00
6.770000e+04 5.604254e+03 2.761543e+01 1.037764e+00
6.780000e+04 5.927032e+03 3.128200e+01 1.033203e+00
6.790000e+04 5.940697e+03 3.179106e+01 1.032656e+00
6.800000e+04 6.255836e+03 3.133301e+01 1.033138e+00
6.810000e+04 6.554460e+03 3.220028e+01 1.032214e+00
6.820000e+04 5.996432e+03 3.206559e+01 1.032368e+00
6.830000e+04 5.826360e+03 2.877261e+01 1.036191e+00
6.840000e+04 5.927170e+03 3.123499e+01 1.033254e+00
6.850000e+04 6.216191e+03 3.191727e+01 1.032516e+00
6.860000e+04 6.049873e+03 3.079782e+01 1.033736e+00
6.870000e+04 5.994260e+03 3.102420e+01 1.033485e+00
6.880000e+04 5.836343e+03 2.887806e+01 1.036054e+00
6.890000e+04 6.546808e+03 3.362782e+01 1.030811e+00
6.900000e+04 6.014247e+03 3.069740e+01 1.033851e+00
6.910000e+04 6.004411e+03 3.022397e+01 1.034397e+00
6.920000e+04 5.993604e+03 3.124261e+01 1.033244e+00
6.930000e+04 6.318956e+03 2.983789e+01 1.034846e+00
6.940000e+04 6.046999e+03 3.018558e+01 1.034440e+00
6.950000e+04 6.332982e+03 3.252950e+01 1.031884e+00
6.960000e+04 6.426988e+03 3.501879e+01 1.029560e+00
6.970000e+04 6.340920e+03 3.283051e+01 1.031584e+00
6.980000e+04 5.865193e+03 2.968389e+01 1.035045e+00
6.990000e+04 6.315119e+03 3.127285e+01 1.033202e+00
7.000000e+04 6.042598e+03 3.071866e+01 1.033826e+00
7.010000e+04 6.325294e+03 3.421222e+01 1.030277e+00
7.020000e+04 5.893894e+03 3.030282e+01 1.034308e+00
7.030000e+04 6.057210e+03 3.043775e+01 1.034147e+00
7.040000e+04 6.236717e+03 3.392336e+01 1.030544e+00
7.050000e+04 6.108595e+03 3.033171e+01 1.034268e+00
7.060000e+04 6.296327e+03 3.069743e+01 1.033843e+00
7.070000e+04 5.785070e+03 2.815822e+01 1.037007e+00
7.080000e+04 6.051188e+03 2.944543e+01 1.035332e+00
7.090000e+04 6.222894e+03 3.237861e+01 1.032040e+00
7.100000e+04 5.967398e+03 2.925598e+01 1.035570e+00
7.110000e+04 6.175116e+03 3.186876e+01 1.032568e+00
7.120000e+04 6.138994e+03 3.151798e+01 1.032941e+00
7.130000e+04 6.121775e+03 2.983661e+01 1.034853e+00
7.140000e+04 6.099318e+03 3.099771e+01 1.033511e+00
7.150000e+04 5.902319e+03 2.999790e+01 1.034667e+00
7.160000e+04 6.214962e+03 3.090766e+01 1.033608e+00
7.170000e+04 6.096823e+03 3.160182e+01 1.032853e+00
7.180000e+04 6.188453e+03 3.004012e+01 1.034608e+00
7.190000e+04 6.021817e+03 3.007020e+01 1.034577e+00
7.200000e+04 6.081145e+03 3.142118e+01 1.033047e+00
7.210000e+04 6.478823e+03 3.265184e+01 1.031758e+00
7.220000e+04 6.282560e+03 3.012480e+01 1.034505e+00
7.230000e+04 6.040265e+03 3.178733e+01 1.032657e+00
7.240000e+04 6.461456e+03 3.173155e+01 1.032705e+00
7.250000e+04 6.174097e+03 2.917435e+01 1.035667e+00
7.260000e+04 6.049891e+03 2.892357e+01 1.035989e+00
7.270000e+04 6.479844e+03 3.302918e+01 1.031386e+00
7.280000e+04 6.093941e+03 3.001127e+01 1.034645e+00
7.290000e+04 5.912370e+03 3.086618e+01 1.033663e+00
7.300000e+04 5.829719e+03 3.193223e+01 1.032512e+00
7.310000e+04 6.060443e+03 2.800555e+01 1.037207e+00
7.320000e+04 6.299219e+03 3.214581e+01 1.032276e+00
7.330000e+04 5.898589e+03 3.078044e+01 1.033760e+00
7.340000e+04 6.112906e+03 3.273175e+01 1.031688e+00
7.350000e+04 6.059028e+03 3.105368e+01 1.033450e+00
7.360000e+04 6.054669e+03 3.125445e+01 1.033229e+00
7.370000e+04 6.052726e+03 3.137494e+01 1.033098e+00
7.380000e+04 5.879768e+03 3.065474e+01 1.033903e+00
7.390000e+04 6.231672e+03 2.883841e+01 1.036094e+00
7.400000e+04 6.281861e+03 3.122235e+01 1.033258e+00
7.410000e+04 6.038233e+03 3.209282e+01 1.032338e+00
7.420000e+04 6.083469e+03 3.130627e+01 1.033172e+00
7.430000e+04 5.884269e+03 3.171507e+01 1.032739e+00
7.440000e+04 5.909792e+03 2.975971e+01 1.034952e+00
7.450000e+04 5.733943e+03 2.973940e+01 1.034982e+00
7.460000e+04 6.014878e+03 3.035507e+01 1.034243e+00
7.470000e+04 5.986266e+03 2.895710e+01 1.035948e+00
7.480000e+04 6.175712e+03 3.071823e+01 1.033822e+00
7.490000e+04 6.059558e+03 3.026385e+01 1.034348e+00
7.500000e+04 6.343527e+03 3.199485e+01 1.032431e+00
7.510000e+04 5.756195e+03 3.133592e+01 1.033150e+00
7.520000e+04 6.052350e+03 3.155224e+01 1.032907e+00
7.530000e+04 6.393263e+03 3.243244e+01 1.031981e+00
7.540000e+04 6.160109e+03 3.124864e+01 1.033233e+00
7.550000e+04 6.607550e+03 3.237156e+01 1.032037e+00
7.560000e+04 6.165145e+03 3.326591e+01 1.031165e+00
7.570000e+04 6.308387e+03 3.288764e+01 1.031529e+00
7.580000e+04 6.416563e+03 3.129529e+01 1.033175e+00
7.590000e+04 6.623834e+03 3.450299e+01 1.030008e+00
7.600000e+04 5.952695e+03 2.852055e+01 1.036517e+00
7.610000e+04 6.237970e+03 3.213591e+01 1.032288e+00
7.620000e+04 6.038038e+03 3.333953e+01 1.031098e+00
7.630000e+04 5.810069e+03 2.892454e+01 1.035995e+00
7.640000e+04 6.321403e+03 3.048191e+01 1.034088e+00
7.650000e+04 6.214519e+03 3.019573e+01 1.034424e+00
7.660000e+04 6.217880e+03 3.075542e+01 1.033779e+00
7.670000e+04 6.032760e+03 3.007155e+01 1.034575e+00
7.680000e+04 5.804230e+03 2.915015e+01 1.035709e+00
7.690000e+04 6.201203e+03 3.242257e+01 1.031996e+00
7.700000e+04 6.525075e+03 3.125771e+01 1.033213e+00
7.710000e+04 5.992653e+03 3.023943e+01 1.034379e+00
7.720000e+04 6.069571e+03 2.849004e+01 1.036554e+00
7.730000e+04 6.660097e+03 3.548345e+01 1.029158e+00
7.740000e+04 6.132566e+03 2.957521e+01 1.035170e+00
7.750000e+04 6.512234e+03 3.585939e+01 1.028849e+00
7.760000e+04 5.664918e+03 2.753418e+01 1.037877e+00
7.770000e+04 5.777895e+03 2.910285e+01 1.035769e+00
7.780000e+04 6.122202e+03 3.000150e+01 1.034656e+00
7.790000e+04 5.941096e+03 2.952741e+01 1.035234e+00
7.800000e+04 5.906392e+03 2.908191e+01 1.035792e+00
7.810000e+04 6.145385e+03 3.326379e+01 1.031167e+00
7.820000e+04 6.346892e+03 3.005345e+01 1.034588e+00
7.830000e+04 5.808937e+03 3.009300e+01 1.034557e+00
7.840000e+04 6.631296e+03 3.462413e+01 1.029901e+00
7.850000e+04 6.028176e+03 3.301234e+01 1.031414e+00
7.860000e+04 5.915015e+03 3.078026e+01 1.033760e+00
7.870000e+04 6.104348e+03 3.121259e+01 1.033274e+00
7.880000e+04 5.818727e+03 2.876060e+01 1.036207e+00
7.890000e+04 6.110851e+03 3.005269e+01 1.034595e+00
7.900000e+04 5.726997e+03 2.826346e+01 1.036867e+00
7.910000e+04 5.882784e+03 3.090983e+01 1.033615e+00
7.920000e+04 6.115612e+03 3.074443e+01 1.033795e+00
7.930000e+04 6.430926e+03 3.274813e+01 1.031663e+00
7.940000e+04 6.323973e+03 3.101585e+01 1.033485e+00
7.950000e+04 5.994758e+03 3.038131e+01 1.034214e+00
7.960000e+04 6.121450e+03 3.067981e+01 1.033867e+00
7.970000e+04 6.239081e+03 3.064919e+01 1.033899e+00
7.980000e+04 6.186514e+03 3.236237e+01 1.032058e+00
7.990000e+04 6.113547e+03 3.168288e+01 1.032766e+00
8.000000e+04 6.231657e+03 3.125343e+01 1.033225e+00
