# epoch	total_loss	mse_cont	mse_mom_x	mse_mom_y	mse_bc	l2_u	l2_v	l2_p
1.71000000e+04	8.06255965e-04	2.13825071e-04	1.91800602e-04	1.19829201e-04	2.80801090e-04	9.93612260e-02	8.69913772e-02	1.60968184e-01
1.72000000e+04	7.03081430e-04	1.98317037e-04	1.90871811e-04	1.13413676e-04	2.00478884e-04	9.72552449e-02	8.71922895e-02	1.57201514e-01
1.73000000e+04	7.03806756e-04	2.31215847e-04	1.67186328e-04	9.91535562e-05	2.06251047e-04	8.26541781e-02	8.37455243e-02	1.56267002e-01
1.74000000e+04	7.88206002e-04	2.48590572e-04	2.03347910e-04	1.09908484e-04	2.26358985e-04	8.18502754e-02	8.67621824e-02	1.53143257e-01
1.75000000e+04	6.92591944e-04	2.01098912e-04	1.67589154e-04	1.07074571e-04	2.16829299e-04	8.39516893e-02	7.92580843e-02	1.49263114e-01
1.76000000e+04	8.29091412e-04	1.90572333e-04	1.64150086e-04	9.84614671e-05	3.75907490e-04	8.35970491e-02	7.76166320e-02	1.50959447e-01
1.77000000e+04	6.25056389e-04	1.68092825e-04	1.55447706e-04	1.10526300e-04	1.90989580e-04	8.28663632e-02	7.92497918e-02	1.43677443e-01
1.78000000e+04	6.30496652e-04	1.88208214e-04	1.58844603e-04	1.05501458e-04	1.77942347e-04	8.31136927e-02	8.17300752e-02	1.48383766e-01
1.79000000e+04	6.76350202e-04	1.65007688e-04	1.51736022e-04	1.01441867e-04	2.58164626e-04	7.72028342e-02	7.73005560e-02	1.37434036e-01
1.80000000e+04	6.90144603e-04	1.98622583e-04	1.49387939e-04	9.05120833e-05	2.51621968e-04	7.41560310e-02	7.50688240e-02	1.40245512e-01
1.81000000e+04	8.42928886e-04	1.46682854e-04	1.73131863e-04	1.12152869e-04	4.10961278e-04	8.33340958e-02	8.48167911e-02	1.37287974e-01
1.82000000e+04	4.86302946e-04	1.49176543e-04	1.39828102e-04	1.01088161e-04	9.62101185e-05	7.57317096e-02	7.37182721e-02	1.34615913e-01
1.83000000e+04	7.95168453e-04	1.75604859e-04	1.81672527e-04	1.03433311e-04	3.34457756e-04	7.22453296e-02	8.43644813e-02	1.31641254e-01
1.84000000e+04	6.52341580e-04	1.28748536e-04	1.31225679e-04	9.26717985e-05	2.99695559e-04	8.01099986e-02	7.30031282e-02	1.32877111e-01
1.85000000e+04	6.13562239e-04	1.26940198e-04	1.46629885e-04	9.70232213e-05	2.42968934e-04	7.77888224e-02	7.54973292e-02	1.28802717e-01
1.86000000e+04	7.27422419e-04	1.61005897e-04	1.92459614e-04	1.01389545e-04	2.72567413e-04	6.40842840e-02	9.24464092e-02	1.28046140e-01
1.87000000e+04	6.20515319e-04	1.39087118e-04	1.69263410e-04	1.14465911e-04	1.97698871e-04	7.46491253e-02	7.63383731e-02	1.24383166e-01
1.88000000e+04	5.86486771e-04	1.19020660e-04	1.61014294e-04	9.10369999e-05	2.15414839e-04	7.26868808e-02	8.61737430e-02	1.25948593e-01
1.89000000e+04	4.93343221e-04	1.39959506e-04	1.27678883e-04	9.39376550e-05	1.31767156e-04	5.96084297e-02	7.08509833e-02	1.21601857e-01
1.90000000e+04	4.62865108e-04	1.16455813e-04	1.31109729e-04	8.55885010e-05	1.29711058e-04	6.39935881e-02	6.99357912e-02	1.20747797e-01
1.91000000e+04	1.28103525e-03	1.74216344e-04	1.39612152e-04	8.00513226e-05	8.87155416e-04	5.50952405e-02	6.97039589e-02	1.16175503e-01
1.92000000e+04	5.58149826e-04	1.07764638e-04	1.28882282e-04	8.09529956e-05	2.40549896e-04	6.84872046e-02	8.42328146e-02	1.19290538e-01
1.93000000e+04	3.88498185e-04	1.12501453e-04	1.20059747e-04	7.78267276e-05	7.81102426e-05	6.72758743e-02	7.34034330e-02	1.17830731e-01
1.94000000e+04	7.20435986e-04	1.04383835e-04	1.57561793e-04	7.64991710e-05	3.81991151e-04	6.29601032e-02	8.87976661e-02	1.15210429e-01
1.95000000e+04	4.08093561e-04	1.06095809e-04	1.18632131e-04	8.09502017e-05	1.02415412e-04	6.38635978e-02	7.35570490e-02	1.13376312e-01
1.96000000e+04	5.74106991e-04	1.12741967e-04	1.12068781e-04	7.68961036e-05	2.72400153e-04	5.88704906e-02	6.62855953e-02	1.08200356e-01
1.97000000e+04	6.73613918e-04	1.41660814e-04	1.17375312e-04	7.26535218e-05	3.41924257e-04	5.48569597e-02	6.59022555e-02	1.10889509e-01
1.98000000e+04	3.97973985e-04	1.15933202e-04	1.08237204e-04	7.57720918e-05	9.80314653e-05	6.33312538e-02	6.36170655e-02	1.09891027e-01
1.99000000e+04	6.13175915e-04	1.32200716e-04	1.33272246e-04	8.30011850e-05	2.64701754e-04	4.93301526e-02	6.19595312e-02	1.07511848e-01
2.00000000e+04	4.75102395e-04	1.08031076e-04	1.30759305e-04	8.29656201e-05	1.53346409e-04	6.40094057e-02	6.50831237e-02	1.09293573e-01
2.01000000e+04	5.24980540e-04	9.38224548e-05	1.28460699e-04	7.12914261e-05	2.31405953e-04	6.35895282e-02	7.86577910e-02	1.05587944e-01
2.02000000e+04	4.02774487e-04	1.02214930e-04	1.00306308e-04	7.31219843e-05	1.27131250e-04	5.45849688e-02	6.83718696e-02	1.07645914e-01
2.03000000e+04	4.33864305e-04	9.95184382e-05	1.14188952e-04	7.11497414e-05	1.49007174e-04	5.20849340e-02	7.54035562e-02	1.05759032e-01
2.04000000e+04	5.41344867e-04	9.35436256e-05	1.08788830e-04	7.21800898e-05	2.66832329e-04	6.27828762e-02	7.11055994e-02	1.06349640e-01
2.05000000e+04	3.91949608e-04	8.10891506e-05	9.43257692e-05	6.57040364e-05	1.50830660e-04	6.45185858e-02	6.49686232e-02	1.06680572e-01
2.06000000e+04	3.37553996e-04	9.21558385e-05	1.01005709e-04	6.51210648e-05	7.92713836e-05	5.82320653e-02	6.21888787e-02	1.06307767e-01
2.07000000e+04	5.21222479e-04	9.22248073e-05	9.03598702e-05	6.89016306e-05	2.69736192e-04	4.91270721e-02	6.11226372e-02	9.82406586e-02
2.08000000e+04	8.48769443e-04	1.20415687e-04	1.15322335e-04	7.04169142e-05	5.42614493e-04	4.38412130e-02	6.25620261e-02	1.00851573e-01
2.09000000e+04	1.16510468e-03	7.44297577e-05	1.13627990e-04	7.15966235e-05	9.05450317e-04	6.65283352e-02	6.00674786e-02	1.06329687e-01
2.10000000e+04	4.72406799e-04	1.03749109e-04	1.01762198e-04	6.14624878e-05	2.05432982e-04	4.90117334e-02	6.81711584e-02	1.00318037e-01
2.11000000e+04	7.47578160e-04	1.16188428e-04	1.04504295e-04	6.02376022e-05	4.66647849e-04	4.43366244e-02	6.03318512e-02	9.85208303e-02
2.12000000e+04	4.42805322e-04	1.03664774e-04	9.33530391e-05	6.21800355e-05	1.83607481e-04	5.03748134e-02	6.32852316e-02	1.00866884e-01
2.13000000e+04	6.64187130e-04	7.05127968e-05	9.79600445e-05	6.49539725e-05	4.30760352e-04	5.51198982e-02	6.53366148e-02	1.00883894e-01
2.14000000e+04	5.65589347e-04	1.16533673e-04	1.00075347e-04	6.67678323e-05	2.82212510e-04	4.38204855e-02	6.07511327e-02	1.04426838e-01
2.15000000e+04	5.07214747e-04	9.08729271e-05	9.77469899e-05	7.22339391e-05	2.46360898e-04	5.85355610e-02	6.17003962e-02	9.77683365e-02
2.16000000e+04	4.82463569e-04	8.66711925e-05	1.11585243e-04	6.58968929e-05	2.18310219e-04	4.71909493e-02	8.24554414e-02	9.80744511e-02
2.17000000e+04	4.92807594e-04	8.05121963e-05	9.04409026e-05	5.66769450e-05	2.65177514e-04	5.22577353e-02	6.00639433e-02	9.97051448e-02
2.18000000e+04	4.47028753e-04	7.02036705e-05	1.09254310e-04	6.24683089e-05	2.05102464e-04	4.93402109e-02	6.00794815e-02	1.00163057e-01
2.19000000e+04	3.64701147e-04	6.43976455e-05	8.34103121e-05	5.86248025e-05	1.58268391e-04	5.36440872e-02	6.30920082e-02	9.40584615e-02
2.20000000e+04	3.30951123e-04	8.09979028e-05	9.50995454e-05	6.33607633e-05	9.14928823e-05	4.68157232e-02	5.88179752e-02	9.34591964e-02
2.21000000e+04	3.74176336e-04	7.98114706e-05	8.62224333e-05	5.63596586e-05	1.51782762e-04	5.02085872e-02	6.53937832e-02	9.60134566e-02
2.22000000e+04	3.62938066e-04	7.46157457e-05	7.66495359e-05	5.49353390e-05	1.56737442e-04	5.58057725e-02	6.00746386e-02	9.43044722e-02
2.23000000e+04	3.19852494e-04	6.46412736e-05	9.63887796e-05	5.84173540e-05	1.00405086e-04	4.90744971e-02	6.53195083e-02	9.26027894e-02
2.24000000e+04	3.65508429e-04	8.21982903e-05	8.94347395e-05	4.50965199e-05	1.48778854e-04	4.61179763e-02	5.91781102e-02	9.12834182e-02
2.25000000e+04	3.84882675e-04	6.89845911e-05	8.08625264e-05	5.87943177e-05	1.76241243e-04	5.25026135e-02	5.74041456e-02	9.28824693e-02
2.26000000e+04	4.25046281e-04	6.83315156e-05	8.10908095e-05	5.01101822e-05	2.25513766e-04	5.06250001e-02	6.00020662e-02	9.58770886e-02
2.27000000e+04	3.90777044e-04	8.54733298e-05	9.17123762e-05	5.52107667e-05	1.58380572e-04	4.41463217e-02	5.75761087e-02	8.93540382e-02
2.28000000e+04	6.00815751e-04	6.45595428e-05	8.03209332e-05	6.45051914e-05	3.91430047e-04	5.51033132e-02	5.73198386e-02	8.98751915e-02
2.29000000e+04	5.24401315e-04	8.12510116e-05	9.84819126e-05	6.37187986e-05	2.80949607e-04	4.27023694e-02	5.68547435e-02	8.79587680e-02
2.30000000e+04	4.65756922e-04	6.70928712e-05	1.06279236e-04	5.56372870e-05	2.36747510e-04	4.98662479e-02	5.70745058e-02	8.70842487e-02
2.31000000e+04	2.76363688e-04	5.63832800e-05	7.28941450e-05	4.71357926e-05	9.99504700e-05	5.07142209e-02	5.96884154e-02	9.36122388e-02
2.32000000e+04	3.83043342e-04	6.81358797e-05	8.99121223e-05	5.11298822e-05	1.73865454e-04	3.73003893e-02	6.10257350e-02	8.75545964e-02
2.33000000e+04	4.18286101e-04	7.76898960e-05	9.17240468e-05	5.10975005e-05	1.97774658e-04	4.38275263e-02	5.36103211e-02	8.76386538e-02
2.34000000e+04	4.34988033e-04	7.31595137e-05	9.86484010e-05	6.17690166e-05	2.01411109e-04	3.93457226e-02	5.77773377e-02	8.81801099e-02
2.35000000e+04	6.91955327e-04	6.22423177e-05	8.26343385e-05	6.89044900e-05	4.78174217e-04	5.53450547e-02	5.55959940e-02	8.94730538e-02
2.36000000e+04	3.49467067e-04	5.39067732e-05	7.26493017e-05	4.75261841e-05	1.75384805e-04	4.68466990e-02	5.59527203e-02	8.65881145e-02
2.37000000e+04	7.04162230e-04	7.23484263e-05	1.05810817e-04	6.15826284e-05	4.64420358e-04	4.08246703e-02	5.84537163e-02	8.99889991e-02
2.38000000e+04	2.90135504e-04	6.01228348e-05	7.20264798e-05	5.13877567e-05	1.06598418e-04	4.16014753e-02	5.22075631e-02	9.01151076e-02
2.39000000e+04	3.06629110e-04	6.42587911e-05	7.68513200e-05	5.41990375e-05	1.11319961e-04	4.26648781e-02	5.39276712e-02	8.79645199e-02
2.40000000e+04	2.74394522e-04	6.61008016e-05	7.30447719e-05	4.29236170e-05	9.23253174e-05	4.59309109e-02	6.76466674e-02	8.76937881e-02
2.41000000e+04	2.84516689e-04	5.74457081e-05	7.28877858e-05	4.52116365e-05	1.08971559e-04	4.64149825e-02	6.07548989e-02	8.42893794e-02
2.42000000e+04	4.22412413e-04	5.90037453e-05	1.08579035e-04	5.76940947e-05	1.97135538e-04	4.82047014e-02	5.90149388e-02	8.54539201e-02
2.43000000e+04	3.02930799e-04	5.68446630e-05	6.34473399e-05	4.74284680e-05	1.35210328e-04	4.62540314e-02	5.31452857e-02	8.73564035e-02
2.44000000e+04	3.02259461e-04	6.93229158e-05	6.89792651e-05	4.18232594e-05	1.22134035e-04	3.44062522e-02	5.13317548e-02	8.24154392e-02
2.45000000e+04	4.73649154e-04	5.10861137e-05	6.48082860e-05	4.09063614e-05	3.16848396e-04	5.18856384e-02	5.06650172e-02	9.01077464e-02
2.46000000e+04	2.43235496e-04	5.60699445e-05	6.13655502e-05	4.27527302e-05	8.30472709e-05	5.11287712e-02	5.71199991e-02	8.57070014e-02
2.47000000e+04	1.06452859e-03	9.59051322e-05	9.62357590e-05	4.92016334e-05	8.23186070e-04	3.32100578e-02	5.61362468e-02	7.96595588e-02
2.48000000e+04	2.19476089e-04	5.28707787e-05	6.48213390e-05	4.21468540e-05	5.96371174e-05	3.96725908e-02	6.08496368e-02	8.42902586e-02
2.49000000e+04	5.93175180e-04	6.65037587e-05	9.22416875e-05	5.37784581e-05	3.80651269e-04	3.82990725e-02	6.93401620e-02	8.61825198e-02
2.50000000e+04	3.71231115e-04	5.25592659e-05	7.13925110e-05	5.15860665e-05	1.95693283e-04	4.90986742e-02	6.25381321e-02	8.59661251e-02
2.51000000e+04	5.66752336e-04	4.67514292e-05	8.78941501e-05	5.81268760e-05	3.73979885e-04	4.92841452e-02	7.31532499e-02	8.10587406e-02
2.52000000e+04	5.06627723e-04	5.84234658e-05	8.07764518e-05	5.64412476e-05	3.10986565e-04	4.49527614e-02	5.07101491e-02	8.05410221e-02
2.53000000e+04	2.90667580e-04	6.75940464e-05	7.86797536e-05	4.80826748e-05	9.63111088e-05	4.49168086e-02	5.67184947e-02	7.98346102e-02
2.54000000e+04	2.58625048e-04	5.15055399e-05	7.51620901e-05	4.43993631e-05	8.75580663e-05	3.83595936e-02	5.52585796e-02	8.33597630e-02
2.55000000e+04	4.90447739e-04	5.22344089e-05	8.00084599e-05	6.33312811e-05	2.94873607e-04	4.36793566e-02	5.73838614e-02	8.41287002e-02
2.56000000e+04	2.18425674e-04	4.73750515e-05	5.37577216e-05	4.31283224e-05	7.41645854e-05	4.34156172e-02	5.46070747e-02	8.16236660e-02
2.57000000e+04	5.25396608e-04	6.68095454e-05	8.32660444e-05	5.27483571e-05	3.22572654e-04	3.94732729e-02	5.20613156e-02	8.04542378e-02
2.58000000e+04	2.73534650e-04	5.13428568e-05	6.33595191e-05	4.07300213e-05	1.18102253e-04	3.85895073e-02	5.11423573e-02	7.48975724e-02
2.59000000e+04	5.07598277e-04	7.86335004e-05	1.00307392e-04	4.58651957e-05	2.82792200e-04	3.38968076e-02	5.98347709e-02	7.86935985e-02
2.60000000e+04	2.59755907e-04	4.45780788e-05	5.95502606e-05	4.06773142e-05	1.14950242e-04	4.15786915e-02	5.57750501e-02	8.01269040e-02
2.61000000e+04	4.95830784e-04	6.11847718e-05	9.72277994e-05	5.41997470e-05	2.83218455e-04	3.29559632e-02	7.91704953e-02	8.21525902e-02
2.62000000e+04	5.09262900e-04	4.70833511e-05	7.35229842e-05	4.75283487e-05	3.41128238e-04	4.73248884e-02	5.55534400e-02	8.29310119e-02
2.63000000e+04	4.97419620e-04	4.69145125e-05	7.24197162e-05	4.79013870e-05	3.30184033e-04	4.99458946e-02	5.14432527e-02	8.02800804e-02
2.64000000e+04	3.38286802e-04	4.71101339e-05	6.47461129e-05	5.48375938e-05	1.71592939e-04	3.78011689e-02	5.36465310e-02	7.69006535e-02
2.65000000e+04	2.77621322e-04	4.82624564e-05	6.69002038e-05	4.02968144e-05	1.22161829e-04	4.52341251e-02	6.59536198e-02	7.82959908e-02
2.66000000e+04	6.47004810e-04	8.23791925e-05	9.94805014e-05	4.77471367e-05	4.17397998e-04	3.21820006e-02	6.25010803e-02	7.69246593e-02
2.67000000e+04	2.61285575e-04	5.10165264e-05	5.38813983e-05	4.22538942e-05	1.14133742e-04	3.97078805e-02	4.95782308e-02	7.80586377e-02
2.68000000e+04	6.63208775e-04	5.00951392e-05	7.95704327e-05	5.87850991e-05	4.74758126e-04	4.27898392e-02	5.46084940e-02	7.39513189e-02
2.69000000e+04	5.58713626e-04	5.02801631e-05	6.90336165e-05	4.57781534e-05	3.93621682e-04	4.76987585e-02	4.88809980e-02	7.64849260e-02
2.70000000e+04	2.46723386e-04	4.81857787e-05	5.44425820e-05	3.82474936e-05	1.05847525e-04	3.49679068e-02	4.96873818e-02	7.75101557e-02
2.71000000e+04	4.86298668e-04	4.23985002e-05	6.58868012e-05	4.76474379e-05	3.30365932e-04	4.62437868e-02	4.95475419e-02	8.08782950e-02
2.72000000e+04	2.67099560e-04	4.69873485e-05	6.16698453e-05	3.42324529e-05	1.24209910e-04	4.13486585e-02	5.00739515e-02	7.68814087e-02
2.73000000e+04	1.89622762e-04	4.33469904e-05	5.36185325e-05	3.37161910e-05	5.89410520e-05	4.07455079e-02	4.98543382e-02	7.58455247e-02
2.74000000e+04	2.19249210e-04	3.51386007e-05	5.03076371e-05	3.29022441e-05	1.00900725e-04	3.97673026e-02	4.98977378e-02	7.96256885e-02
2.75000000e+04	4.17134899e-04	4.05202009e-05	7.00833043e-05	3.51111412e-05	2.71420256e-04	4.86666560e-02	5.40044606e-02	7.85580948e-02
2.76000000e+04	2.12867933e-04	5.04541676e-05	5.75242375e-05	3.58673024e-05	6.90222223e-05	3.26051973e-02	5.01856953e-02	7.24383816e-02
2.77000000e+04	2.70828721e-04	3.82838043e-05	6.06276481e-05	4.94048945e-05	1.22512371e-04	3.49439457e-02	5.06629832e-02	7.58615807e-02
2.78000000e+04	2.57645239e-04	4.38572570e-05	6.22079242e-05	3.75400305e-05	1.14040027e-04	3.63964736e-02	5.27869463e-02	7.71930441e-02
2.79000000e+04	2.12546394e-04	4.47975035e-05	6.31817820e-05	4.35558977e-05	6.10112183e-05	3.51795070e-02	5.11539802e-02	7.14214295e-02
2.80000000e+04	4.67084756e-04	4.36944429e-05	5.50229997e-05	4.07500811e-05	3.27617221e-04	3.55107710e-02	4.81783412e-02	6.93927258e-02
2.81000000e+04	4.27731633e-04	4.87809230e-05	5.73892212e-05	3.61840757e-05	2.85377406e-04	3.33643258e-02	7.12857768e-02	7.20667988e-02
2.82000000e+04	6.51599083e-04	5.89799201e-05	6.61229278e-05	4.35913353e-05	4.82904899e-04	2.96697002e-02	5.25688715e-02	7.25190490e-02
2.83000000e+04	3.17871716e-04	4.93044172e-05	6.74621770e-05	7.89288024e-05	1.22176309e-04	3.39378566e-02	5.10086529e-02	7.25949854e-02
2.84000000e+04	1.57684088e-03	5.07527984e-05	1.09442997e-04	5.86647002e-05	1.35798042e-03	5.44197522e-02	5.94967119e-02	7.47004002e-02
2.85000000e+04	2.16646615e-04	3.65024607e-05	4.74539484e-05	3.09337847e-05	1.01756421e-04	4.14472148e-02	4.71628159e-02	7.50533640e-02
2.86000000e+04	3.02046014e-04	3.80959682e-05	6.49504072e-05	4.27247978e-05	1.56274837e-04	4.25636433e-02	5.91946803e-02	7.32860118e-02
2.87000000e+04	4.21588542e-04	4.81311799e-05	6.65227490e-05	4.65029007e-05	2.60431698e-04	4.43370789e-02	5.28814048e-02	7.45868906e-02
2.88000000e+04	6.28250476e-04	4.35214824e-05	6.25685570e-05	3.39944236e-05	4.88165999e-04	4.01002057e-02	5.63525893e-02	7.41981566e-02
2.89000000e+04	3.40009225e-04	3.39373692e-05	6.94362752e-05	3.69863337e-05	1.99649236e-04	4.03124914e-02	9.00502428e-02	7.08920583e-02
2.90000000e+04	3.07251757e-04	4.22893827e-05	5.81921850e-05	3.98106495e-05	1.66959551e-04	4.01833877e-02	4.84048724e-02	7.70690739e-02
2.91000000e+04	4.02122852e-04	3.79251978e-05	4.99643866e-05	3.66066670e-05	2.77626619e-04	3.95613238e-02	5.00606336e-02	7.66308531e-02
2.92000000e+04	2.20155955e-04	3.50323098e-05	5.44507129e-05	3.37203601e-05	9.69525790e-05	4.13122103e-02	4.70134839e-02	7.20668510e-02
2.93000000e+04	2.28985329e-04	3.86966713e-05	6.28268317e-05	3.63179752e-05	9.11438547e-05	3.30624096e-02	5.24020977e-02	6.93364590e-02
2.94000000e+04	1.95488319e-04	4.01555299e-05	4.66351012e-05	3.19779501e-05	7.67197344e-05	3.57273035e-02	4.71416153e-02	7.18258396e-02
2.95000000e+04	3.85508407e-04	3.84224113e-05	5.58897846e-05	4.20426841e-05	2.49153527e-04	4.54526283e-02	5.36730736e-02	7.37216845e-02
2.96000000e+04	4.84105025e-04	6.00380044e-05	7.84212680e-05	3.23466229e-05	3.13299126e-04	3.01327705e-02	6.22712560e-02	6.84951767e-02
2.97000000e+04	2.69323995e-04	3.60946178e-05	5.39758912e-05	3.66895474e-05	1.42563935e-04	4.09742147e-02	5.09235337e-02	7.04069659e-02
2.98000000e+04	2.87162489e-04	4.60641240e-05	5.00522947e-05	3.06958063e-05	1.60350261e-04	3.59758660e-02	4.73894179e-02	7.40700141e-02
2.99000000e+04	3.08340474e-04	4.62058051e-05	5.89267365e-05	3.36099256e-05	1.69597988e-04	3.16769741e-02	5.45850433e-02	6.58793673e-02
3.00000000e+04	3.29776609e-04	4.01721336e-05	7.25000064e-05	5.24358838e-05	1.64668585e-04	4.39471789e-02	5.56006879e-02	8.39900672e-02
3.01000000e+04	2.16032175e-04	3.84265804e-05	4.95856766e-05	3.24118591e-05	9.56080621e-05	3.56041081e-02	5.41582704e-02	7.11166784e-02
3.02000000e+04	5.91509510e-04	5.06705401e-05	7.50071049e-05	3.62833889e-05	4.29548469e-04	2.84044426e-02	6.45932034e-02	6.70952871e-02
3.03000000e+04	6.49037363e-04	3.80015408e-05	5.72991339e-05	3.65751184e-05	5.17161563e-04	4.47870046e-02	4.82273772e-02	6.81132898e-02
3.04000000e+04	2.18647096e-04	4.14019742e-05	4.59508410e-05	3.80754536e-05	9.32188195e-05	3.12822200e-02	4.72312272e-02	6.61827549e-02
3.05000000e+04	9.75146017e-04	5.89270567e-05	7.01711033e-05	3.71407805e-05	8.08907091e-04	3.02230604e-02	6.05319515e-02	6.84840083e-02
3.06000000e+04	3.76297103e-04	4.43633289e-05	6.47875058e-05	3.06622387e-05	2.36484033e-04	3.23227867e-02	4.72415537e-02	7.22175390e-02
3.07000000e+04	2.22068498e-04	3.72867544e-05	4.40279946e-05	2.66432580e-05	1.14110488e-04	3.37586664e-02	4.64763269e-02	6.86915517e-02
3.08000000e+04	3.11540876e-04	4.80798772e-05	8.38970882e-05	3.69618501e-05	1.42602061e-04	3.22723761e-02	6.51180819e-02	6.74467906e-02
3.09000000e+04	2.18166126e-04	3.98624725e-05	4.34700050e-05	2.83117042e-05	1.06521948e-04	3.22148018e-02	4.66803275e-02	6.63523003e-02
3.10000000e+04	2.66084651e-04	5.12355000e-05	5.02871844e-05	3.31260962e-05	1.31435867e-04	2.94379406e-02	4.82360907e-02	6.82331026e-02
3.11000000e+04	6.13138196e-04	4.68816688e-05	5.84908594e-05	3.94969611e-05	4.68268670e-04	2.72164289e-02	4.97136302e-02	6.37248158e-02
3.12000000e+04	2.19144189e-04	4.02251026e-05	4.22744561e-05	2.99905896e-05	1.06654043e-04	3.49386260e-02	4.90607917e-02	6.94789514e-02
3.13000000e+04	4.02977981e-04	4.75940033e-05	1.25646067e-04	4.62059616e-05	1.83531942e-04	2.91186906e-02	6.35733604e-02	6.82455748e-02
3.14000000e+04	1.95547895e-04	3.07838964e-05	5.69003932e-05	3.60434642e-05	7.18201482e-05	3.46684568e-02	5.44837043e-02	6.85164854e-02
3.15000000e+04	5.43787202e-04	3.68721849e-05	9.04832559e-05	3.07050177e-05	3.85726744e-04	4.30698581e-02	7.04470575e-02	7.06098080e-02
3.16000000e+04	3.73829389e-04	4.33059176e-05	8.79943327e-05	3.33615026e-05	2.09167629e-04	3.11094820e-02	5.84852584e-02	6.89319074e-02
3.17000000e+04	2.29512734e-04	4.60264964e-05	4.96574321e-05	3.47676250e-05	9.90611734e-05	3.39036696e-02	4.81802672e-02	7.04725906e-02
3.18000000e+04	2.35892949e-04	3.29403229e-05	5.09419187e-05	2.97845654e-05	1.22226134e-04	3.68174650e-02	5.30220494e-02	6.76308572e-02
3.19000000e+04	5.57410473e-04	3.32225209e-05	4.53216780e-05	2.65502294e-05	4.52316046e-04	3.77336554e-02	4.64742817e-02	7.08235279e-02
3.20000000e+04	4.61842224e-04	6.40552898e-05	6.11571450e-05	3.21612351e-05	3.04468558e-04	2.75076907e-02	5.72031550e-02	6.80753663e-02
3.21000000e+04	2.62968417e-04	3.52601310e-05	5.67679854e-05	3.61665734e-05	1.34773712e-04	3.13465670e-02	4.83721308e-02	6.59804121e-02
3.22000000e+04	4.45926678e-04	3.67819957e-05	6.85151899e-05	3.94437120e-05	3.01185792e-04	3.68077010e-02	5.85329793e-02	6.60827532e-02
3.23000000e+04	6.27295696e-04	4.22503581e-05	8.58685598e-05	3.81672398e-05	4.61009506e-04	4.04770523e-02	6.74771667e-02	6.81744367e-02
3.24000000e+04	4.00108576e-04	4.44370125e-05	8.72999226e-05	5.80351589e-05	2.10336497e-04	3.98182496e-02	5.62295169e-02	6.57995865e-02
3.25000000e+04	2.38638604e-04	3.23827226e-05	5.95532401e-05	2.94759448e-05	1.17226686e-04	2.89797112e-02	7.19174445e-02	6.21137507e-02
3.26000000e+04	1.17511823e-04	2.95309601e-05	3.33970747e-05	2.58845503e-05	2.86992326e-05	3.64787392e-02	4.52713110e-02	7.22255111e-02
3.27000000e+04	2.57771055e-04	3.42695930e-05	5.66604649e-05	3.30358598e-05	1.33805152e-04	3.23771611e-02	6.79687485e-02	7.25895837e-02
3.28000000e+04	2.74431251e-04	4.59477815e-05	7.23620760e-05	3.34098331e-05	1.22711543e-04	2.95538902e-02	7.87418857e-02	6.56063557e-02
3.29000000e+04	4.14763170e-04	5.10595601e-05	4.74340995e-05	2.78308835e-05	2.88438634e-04	2.51032226e-02	5.11723645e-02	6.26431182e-02
3.30000000e+04	2.97258841e-04	2.88125320e-05	5.13714294e-05	3.04076548e-05	1.86667225e-04	3.84369157e-02	4.88152765e-02	6.52418137e-02
3.31000000e+04	2.76571518e-04	3.98463453e-05	7.56431764e-05	3.27742964e-05	1.28307700e-04	3.11142392e-02	5.45695089e-02	6.49204627e-02
3.32000000e+04	1.50028180e-04	3.99116398e-05	4.05776918e-05	3.11311014e-05	3.84077466e-05	3.51771414e-02	4.57642078e-02	6.96565807e-02
3.33000000e+04	2.78694730e-04	2.92202767e-05	3.91091089e-05	3.40754232e-05	1.76289919e-04	3.29017453e-02	4.64122966e-02	6.93578646e-02
3.34000000e+04	2.12298037e-04	3.48723188e-05	4.18967757e-05	2.72680991e-05	1.08260836e-04	2.78156139e-02	4.63549681e-02	6.49221241e-02
3.35000000e+04	1.62277662e-04	3.60404629e-05	3.51639028e-05	2.87312469e-05	6.23420565e-05	2.96361446e-02	5.15554957e-02	6.64325133e-02
3.36000000e+04	3.15828918e-04	3.21140869e-05	5.19868481e-05	3.03669949e-05	2.01360992e-04	2.75966190e-02	5.01740128e-02	6.92125559e-02
3.37000000e+04	3.24802648e-04	3.98612974e-05	7.91245766e-05	3.86320608e-05	1.67184713e-04	3.30036879e-02	8.32186341e-02	6.37736470e-02
3.38000000e+04	2.35170446e-04	3.56793716e-05	5.62533496e-05	3.46472698e-05	1.08590451e-04	3.03304233e-02	4.75477017e-02	6.29682541e-02
3.39000000e+04	1.92495805e-04	2.90621865e-05	5.88428848e-05	3.20510553e-05	7.25396822e-05	3.06295138e-02	4.79395874e-02	6.15444556e-02
3.40000000e+04	7.28286162e-04	3.55025259e-05	5.53005921e-05	4.31013759e-05	5.94381650e-04	4.75605763e-02	4.79664020e-02	7.07855821e-02
3.41000000e+04	5.39176632e-04	4.00039025e-05	7.33119086e-05	4.01533252e-05	3.85707477e-04	4.26084660e-02	5.32891601e-02	6.63917437e-02
3.42000000e+04	1.47513056e-04	3.71666065e-05	3.44804321e-05	2.62084595e-05	4.96575522e-05	2.75559835e-02	5.38402908e-02	6.53994605e-02
