# iteration  loss_ic  loss_bc  loss_res  l2_error
3.480000e+04 4.573720e-01 3.796317e-05 3.209152e-04 1.000047e+00
3.490000e+04 4.468799e-01 5.173407e-05 3.947392e-04 1.000058e+00
3.500000e+04 5.499611e-01 8.487601e-07 2.125703e-04 1.000001e+00
3.510000e+04 5.463440e-01 6.581536e-08 2.277045e-04 1.000000e+00
3.520000e+04 5.613999e-01 1.316926e-04 3.960532e-04 1.000187e+00
3.530000e+04 5.293730e-01 3.354310e-06 2.151938e-04 1.000003e+00
3.540000e+04 4.778551e-01 1.294334e-04 2.853042e-04 1.000142e+00
3.550000e+04 5.086788e-01 1.827922e-05 2.517098e-04 1.000028e+00
3.560000e+04 4.714503e-01 2.291129e-06 1.896913e-04 1.000005e+00
3.570000e+04 5.416465e-01 1.521055e-06 2.438994e-04 1.000002e+00
3.580000e+04 5.284044e-01 5.879499e-08 2.952690e-04 1.000000e+00
3.590000e+04 4.340132e-01 3.610444e-05 3.045515e-04 1.000027e+00
3.600000e+04 5.531631e-01 1.300894e-04 2.271356e-04 1.000141e+00
3.610000e+04 4.935915e-01 7.338613e-07 2.754203e-04 1.000002e+00
3.620000e+04 5.043759e-01 4.027741e-06 2.613985e-04 1.000005e+00
3.630000e+04 4.722010e-01 7.137336e-06 2.277957e-04 1.000009e+00
3.640000e+04 4.862919e-01 3.002594e-06 2.804288e-04 1.000004e+00
3.650000e+04 5.128148e-01 1.659815e-05 2.897237e-04 1.000020e+00
3.660000e+04 5.070043e-01 4.922825e-05 1.415356e-04 1.000067e+00
3.670000e+04 5.250461e-01 1.055534e-08 3.651890e-04 1.000001e+00
3.680000e+04 5.372840e-01 6.382961e-06 1.976385e-04 1.000011e+00
3.690000e+04 4.836373e-01 1.422548e-07 2.004889e-04 1.000002e+00
3.700000e+04 4.983519e-01 9.926658e-06 1.986584e-04 1.000012e+00
3.710000e+04 5.310797e-01 1.206723e-06 2.344449e-04 1.000001e+00
3.720000e+04 5.187175e-01 1.792258e-05 2.255635e-04 1.000020e+00
3.730000e+04 5.374906e-01 1.781905e-05 1.739975e-04 1.000019e+00
3.740000e+04 5.064658e-01 2.226942e-09 1.685040e-04 1.000000e+00
3.750000e+04 4.646139e-01 8.809799e-06 2.265382e-04 1.000009e+00
3.760000e+04 4.868434e-01 7.634482e-06 2.223408e-04 1.000007e+00
3.770000e+04 5.243101e-01 9.899802e-06 1.388718e-04 1.000008e+00
3.780000e+04 4.624423e-01 4.098767e-07 2.616971e-04 1.000000e+00
3.790000e+04 5.176670e-01 7.355007e-05 1.699390e-04 1.000073e+00
3.800000e+04 4.898661e-01 1.920241e-06 1.440284e-04 1.000002e+00
3.810000e+04 5.265397e-01 3.626968e-06 1.772871e-04 1.000004e+00
3.820000e+04 5.140825e-01 2.194485e-06 1.846378e-04 1.000003e+00
3.830000e+04 4.996686e-01 5.146535e-06 1.470660e-04 1.000010e+00
3.840000e+04 4.399518e-01 4.361183e-05 1.261082e-04 1.000051e+00
3.850000e+04 5.203893e-01 4.045152e-08 1.307838e-04 1.000000e+00
3.860000e+04 4.574440e-01 6.487983e-08 1.617335e-04 1.000000e+00
3.870000e+04 5.326778e-01 1.559411e-05 1.585643e-04 1.000017e+00
3.880000e+04 4.492366e-01 2.266100e-06 1.718901e-04 1.000001e+00
3.890000e+04 4.649594e-01 1.295426e-05 1.186170e-04 1.000016e+00
3.900000e+04 5.323087e-01 1.648468e-06 1.336162e-04 1.000001e+00
3.910000e+04 4.718509e-01 9.502864e-06 1.159002e-04 1.000015e+00
3.920000e+04 5.106454e-01 5.838762e-05 1.146537e-04 1.000067e+00
3.930000e+04 5.058441e-01 7.088040e-06 2.190391e-04 1.000007e+00
3.940000e+04 4.597967e-01 9.317102e-06 1.069296e-04 1.000010e+00
3.950000e+04 4.872888e-01 8.295502e-07 1.352648e-04 1.000000e+00
3.960000e+04 5.042607e-01 2.078893e-05 1.509133e-04 1.000026e+00
3.970000e+04 4.705273e-01 3.856011e-05 1.128309e-04 1.000043e+00
3.980000e+04 5.582436e-01 4.992303e-05 1.262020e-04 1.000053e+00
3.990000e+04 4.955141e-01 8.282089e-06 1.034028e-04 1.000009e+00
